accessFrom[JDUT1],accessDuration[s],gpi,Observation Range [km],Look angle [deg],Incidence angle [deg],Solar Zenith [deg],Coverage [T/F]
2457769.4806839223,553.9969950914384,223,2056.889146818012,62.0271299640852,78.57485746668524,nan,True
2457769.4806839223,553.9969950914384,224,2050.135154987041,61.98887513608064,78.47469297488558,nan,True
2457769.4806839223,553.9969950914384,225,2043.4207420081946,61.950377274321944,78.37462631090392,nan,True
2457769.4806839223,553.9969950914384,226,2036.739764559368,61.91160379842896,78.27456860982973,nan,True
2457769.4806839223,553.9969950914384,227,2030.1057900034775,61.87263692452376,78.17472662891892,nan,True
2457769.4806839223,553.9969950914384,228,2023.5126411478975,61.83344468177337,78.07501184350502,nan,True
2457769.4806839223,553.9969950914384,229,2016.9607391442914,61.794033339080336,77.97543449408472,nan,True
2457769.4806839223,553.9969950914384,230,2010.4441145820026,61.75437021941646,77.87590716834802,nan,True
2457769.4806839223,553.9969950914384,231,2003.9760224645931,61.71454006679377,77.77663649924459,nan,True
2457769.4806839223,553.9969950914384,232,1997.5504575307014,61.67451080755029,77.67753539126325,nan,True
2457769.4806954963,552.997000515461,233,1991.1678517524524,61.634289504463375,77.57861501995568,nan,True
2457769.4806954963,552.997000515461,234,1984.8286396870167,61.59388342387365,77.47988679901707,nan,True
2457769.4806954963,552.997000515461,235,1978.5270778345111,61.55325996898676,77.38126541779461,nan,True
2457769.4806954963,552.997000515461,236,1972.276010771257,61.512506792557076,77.28295691712853,nan,True
2457769.4806954963,552.997000515461,237,1966.0696564930468,61.471591884863074,77.18487626325265,nan,True
2457769.4806954963,552.997000515461,238,1959.9084593389696,61.430523344070004,77.08703583631728,nan,True
2457769.4806954963,552.997000515461,239,1953.7868633575586,61.389268806299754,76.9893522441496,nan,True
2457769.4806954963,552.997000515461,240,1947.71736815572,61.347918010994746,76.89203065718743,nan,True
2457769.4806954963,552.997000515461,241,1941.6943770067621,61.306439160217614,76.7949879183661,nan,True
2457769.4807070703,551.9970059394836,242,1933.5785061672643,61.24982796739126,76.663468780516,nan,True
2457769.4807070703,551.9970059394836,243,1927.6121834793137,61.20769312254509,76.56624100027085,nan,True
2457769.4807070703,551.9970059394836,244,1921.6995007413277,61.165493160649106,76.46942132583423,nan,True
2457769.4807070703,551.9970059394836,245,1915.8350229080158,61.123196267172894,76.37292802639912,nan,True
2457769.4807070703,551.9970059394836,246,1910.0192124894859,61.080812263677366,76.2767754665146,nan,True
2457769.4828366884,38.999788463115685,347,3060.3116861006315,64.29332018929998,89.90845882612233,nan,True
2457769.482616782,79.99956607818604,348,3052.0547984563436,64.29295871394466,89.8339211708238,nan,True
2457769.482477894,105.99942505359648,349,3043.78957633457,64.29240017561678,89.75911285757293,nan,True
2457769.482373728,126.9993111491203,350,3035.5185803625795,64.29163582820547,89.68404646143944,nan,True
2457769.482281136,144.9992135167122,351,3027.241837313827,64.29066355482051,89.60871997619351,nan,True
2457769.482211692,159.9991321563721,352,3018.9545770101595,64.2894736995038,89.53307922415152,nan,True
2457769.4821422477,173.99905622005463,353,3010.6622806433406,64.2880782453952,89.4571883721575,nan,True
2457769.4820843777,186.99898570775986,354,3002.3643221901334,64.28646815293396,89.38103108175912,nan,True
2457769.4820265076,199.9989151954651,355,2994.0573294478017,64.28463361863928,89.30456559022532,nan,True
2457769.4819686376,211.99885010719296,356,2985.7440489501473,64.28258641098054,89.2278312580917,nan,True
2457769.4819223415,222.99879044294363,357,2977.4251932113007,64.28031761403388,89.15082390028145,nan,True
2457769.4818760455,232.99873620271677,358,2969.1007902921665,64.27782492782337,89.07354132688612,nan,True
2457769.4818297494,242.99868196249005,359,2960.7708684526697,64.27510602540247,88.99598132103479,nan,True
2457769.4817950274,251.99863314628604,360,2952.4339638771285,64.27215116516244,88.91811933116712,nan,True
2457769.4817603054,260.99858433008194,361,2944.0890798260466,64.26897110662162,88.83996003961651,nan,True
2457769.4817255833,269.9985355138778,362,2935.7352158776603,64.26554911321787,88.76147454991661,nan,True
2457769.4816908613,277.9984921216965,363,2927.375550584603,64.26189755270526,88.68270664840969,nan,True
2457769.4816561393,286.9984433054924,364,2919.010518884539,64.25800727146972,88.60364942869126,nan,True
2457769.481621417,294.99839991331095,365,2910.640150258447,64.25387576644273,88.52430049714748,nan,True
2457769.481586695,302.99835652112955,366,2902.2644744055683,64.24950050455479,88.44465743016781,nan,True
2457769.481563547,309.99831855297083,367,2893.874668563724,64.2448670198585,88.36462482372023,nan,True
2457769.481540399,316.9982805848121,368,2885.4845894436808,64.23999394295579,88.2843486525833,nan,True
2457769.481505677,324.99823719263077,369,2877.08929798422,64.23486909478606,88.20377069680553,nan,True
2457769.481482529,330.9982046484947,370,2868.6888247768484,64.22948981474555,88.12288840493048,nan,True
2457769.481459381,337.998166680336,371,2860.2734907623153,64.22383982498398,88.04159685377026,nan,True
2457769.481436233,344.9981287121773,372,2851.8589395653853,64.21794053529513,87.96006084679254,nan,True
2457769.481413085,350.99809616804123,373,2843.439304521046,64.21177840065259,87.87821245665155,nan,True
2457769.481389937,356.99806362390524,374,2835.0146171669303,64.20535062488791,87.79604899601406,nan,True
2457769.481366789,363.9980256557465,375,2826.5748487720653,64.19863926423072,87.71346071644422,nan,True
2457769.481343641,369.99799311161036,376,2818.1364191735706,64.19166820592605,87.63062187305178,nan,True
2457769.481332067,374.997965991497,377,2809.701349513119,64.18442992899412,87.54754147741514,nan,True
2457769.481308919,380.997933447361,378,2801.253051230734,64.17690724626522,87.46405300884207,nan,True
2457769.481285771,387.9978954792023,379,2792.789996017087,64.16908789735479,87.38012880809706,nan,True
2457769.481274197,392.9978683590889,380,2784.328302341953,64.160997522064,87.29594217562973,nan,True
2457769.481251049,398.9978358149529,381,2775.861794482005,64.152620445213,87.21142025593592,nan,True
2457769.481239475,403.9978086948394,382,2767.384926791804,64.14394074223772,87.12649560475695,nan,True
2457769.481216327,408.9977815747261,383,2758.9144709260895,64.13499377267978,87.04135857356444,nan,True
2457769.481204753,413.99775445461273,384,2750.420983354684,64.1257166987403,86.95567550127836,nan,True
2457769.481181605,419.99772191047674,385,2741.931985749226,64.11615694516613,86.86974550211497,nan,True
2457769.481170031,424.99769479036325,386,2733.4383504504726,64.10629437451864,86.78346468602905,nan,True
2457769.4811584568,429.99766767024994,387,2724.9322128307454,64.09610901688461,86.69674067675447,nan,True
2457769.4811468828,433.99764597415924,388,2716.4259120191414,64.08562620840405,86.60971248643864,nan,True
2457769.4811237347,439.9976134300232,389,2707.9150855170337,64.07483030943972,86.52232357721954,nan,True
2457769.4811121607,443.9975917339325,390,2699.3997692813195,64.06371788874966,86.43457062546969,nan,True
2457769.4811005867,448.9975646138191,391,2690.879999583581,64.05228547061202,86.34645026306919,nan,True
2457769.4810890127,453.99753749370575,392,2682.3463370540335,64.04050915829666,86.25785197571156,nan,True
2457769.4810774387,457.9975157976151,393,2673.8143662896687,64.02842087965423,86.16895059308207,nan,True
2457769.4810658647,462.99748867750174,394,2665.278059170817,64.01600164749561,86.07967121694695,nan,True
2457769.4810542907,466.9974669814109,395,2656.745858301604,64.00326050434462,85.99009868602857,nan,True
2457769.4810427167,470.9974452853203,396,2648.200992438194,63.990168653512185,85.9000529494896,nan,True
2457769.4810311426,475.9974181652069,397,2639.6416438306824,63.97671120537964,85.80950107537925,nan,True
2457769.4810195686,479.9973964691161,398,2631.0850624886652,63.96292554861285,85.71863838761621,nan,True
2457769.4810079946,483.99737477302557,399,2622.5243429135026,63.94878986990352,85.62737922788672,nan,True
2457769.4809964206,488.997347652912,400,2613.959524451935,63.9343002521931,85.53571978616937,nan,True
2457769.4809848466,492.9973259568214,401,2605.390646818876,63.91945272601626,85.44365620001162,nan,True
2457769.4809732726,496.9973042607308,402,2596.817750103603,63.90424326863507,85.35118455366506,nan,True
2457769.4809616986,500.99728256463993,403,2588.240874776114,63.88866780315622,85.25830087720486,nan,True
2457769.4809616986,504.99726086854923,404,2579.643390791868,63.872683600264615,85.16481086526267,nan,True
2457769.4809501246,508.9972391724586,405,2571.055486444479,63.85635679582113,85.07105530188541,nan,True
2457769.4809385506,512.997217476368,406,2562.4637345177334,63.83965114723915,84.97687524997285,nan,True
2457769.4809269765,516.9971957802773,407,2553.868177080809,63.82256234814082,84.88226650986995,nan,True
2457769.4809269765,519.9971795082092,408,2545.256328940012,63.805052984707274,84.78707738799083,nan,True
2457769.4809154025,523.9971578121184,409,2536.650191073582,63.78717765099546,84.6915633992212,nan,True
2457769.4809038285,527.9971361160278,410,2528.040384196862,63.76890561918419,84.59560755574147,nan,True
2457769.4808922545,531.9971144199371,411,2519.4269520934254,63.750232337587896,84.4992054123837,nan,True
2457769.4808922545,534.9970981478691,412,2510.8184143647522,63.73117214678032,84.40244791659966,nan,True
2457769.4808806805,538.9970764517784,413,2502.197865411113,63.71168285646763,84.30514000092549,nan,True
2457769.4808806805,538.9970764517784,414,2493.604799368995,63.691857890623105,84.20773272340118,nan,True
2457769.4808691065,539.9970710277556,415,2485.0317542913263,63.6716716651394,84.11013158225413,nan,True
2457769.4808575325,540.9970656037331,416,2476.56833842037,63.65134755155615,84.01337051148393,nan,True
2457769.4808575325,540.9970656037331,417,2468.056795239676,63.63049165934746,83.91562793383856,nan,True
2457769.4808459585,541.9970601797104,418,2459.566120452978,63.60927412722512,83.81769826367044,nan,True
2457769.4808459585,541.9970601797104,419,2451.0965577106113,63.587694161982995,83.71958272268287,nan,True
2457769.4808343844,542.9970547556876,420,2442.839251455241,63.56625911652757,83.62351763457521,nan,True
2457769.4808343844,542.9970547556876,421,2434.434018442828,63.54401874570835,83.52529444480918,nan,True
2457769.4808228104,543.997049331665,422,2426.0507822605873,63.52141645972555,83.42689343096306,nan,True
2457769.4808228104,543.997049331665,423,2417.6897981729758,63.49845171517882,83.32831618004417,nan,True
2457769.4808112364,544.9970439076424,424,2409.6464749533347,63.47596479835784,83.23307652244672,nan,True
2457769.4808112364,544.9970439076424,425,2401.3527579631286,63.452352141386314,83.13442978551586,nan,True
2457769.4807996624,545.9970384836197,426,2393.0822160308194,63.42837855082971,83.03561625618651,nan,True
2457769.4807996624,545.9970384836197,427,2384.8351163575326,63.404043767669016,82.93663792616475,nan,True
2457769.4807996624,545.9970384836197,428,2376.6117290006723,63.379347596421916,82.83749687919622,nan,True
2457769.4807880884,546.9970330595969,429,2368.8451524213406,63.355631483336786,82.74345782651233,nan,True
2457769.4807880884,546.9970330595969,430,2360.6927476217243,63.3303066384007,82.6442992133579,nan,True
2457769.4807765144,547.9970276355743,431,2352.5650260377797,63.30462330963734,82.54498920477073,nan,True
2457769.4807765144,547.9970276355743,432,2344.462270022084,63.278581631711205,82.4455303407519,nan,True
2457769.4807765144,547.9970276355743,433,2336.384764882423,63.25218181405918,82.34592526609207,nan,True
2457769.4807649404,548.9970222115517,434,2328.8913991338964,63.22730288879045,82.25312114499249,nan,True
2457769.4807649404,548.9970222115517,435,2320.888811175847,63.200298838773215,82.15355786568875,nan,True
2457769.4807649404,548.9970222115517,436,2312.9124943222732,63.17294111923659,82.05386178375633,nan,True
2457769.4807533664,549.9970167875289,437,2304.9627464677055,63.14523031893892,81.95403605483793,nan,True
2457769.4807533664,549.9970167875289,438,2297.039868544893,63.117167113533704,81.85408395292096,nan,True
2457769.4807533664,549.9970167875289,439,2289.14416454235,63.088752268000825,81.75400887306377,nan,True
2457769.4807533664,549.9970167875289,440,2281.2759415213322,63.05998663911641,81.65381433415779,nan,True
2457769.4807417924,550.9970113635063,441,2274.181043756259,63.03366761946197,81.5630724531921,nan,True
2457769.4807417924,550.9970113635063,442,2266.393358641586,63.00434030721265,81.46301261550106,nan,True
2457769.4807417924,550.9970113635063,443,2258.634243730012,62.97466913489729,81.36284992342677,nan,True
2457769.4807417924,550.9970113635063,444,2250.9040189510915,62.944655411473256,81.26258848631966,nan,True
2457769.4807417924,550.9970113635063,445,2243.2030073611427,62.91430055089398,81.16223255181136,nan,True
2457769.4807302183,551.9970059394836,446,2235.5390786111125,62.883636482237016,81.061885513222,nan,True
2457769.4807302183,551.9970059394836,447,2227.8974455438247,62.85260435465923,80.96135397658118,nan,True
2457769.4807302183,551.9970059394836,448,2220.286013381629,62.82123598671784,80.86074153975078,nan,True
2457769.4807302183,551.9970059394836,449,2212.705117796143,62.789533239118434,80.76005303277648,nan,True
2457769.4807302183,551.9970059394836,450,2205.155097636935,62.757498091149714,80.65929343881997,nan,True
2457769.4807186443,552.997000515461,451,2198.6545399928923,62.729551741026036,80.57216092371152,nan,True
2457769.4807186443,552.997000515461,452,2191.193504596123,62.69703652911428,80.47169446604957,nan,True
2457769.4807186443,552.997000515461,453,2183.7645321378454,62.664199962303364,80.37117874483697,nan,True
2457769.4807186443,552.997000515461,454,2176.367974388932,62.63104458241531,80.27061945108368,nan,True
2457769.4807186443,552.997000515461,455,2169.0041862938365,62.59757306398455,80.17002244385196,nan,True
2457769.4807186443,552.997000515461,456,2161.673525971308,62.5637882171157,80.06939375329131,nan,True
2457769.4807186443,552.997000515461,457,2154.3763547137896,62.52969299035354,79.96873958367485,nan,True
2457769.4807186443,552.997000515461,458,2147.113036985474,62.4952904735632,79.86806631643498,nan,True
2457769.4807186443,552.997000515461,459,2139.8839404189607,62.46058390081747,79.76738051319549,nan,True
2457769.4807070703,553.9969950914384,460,2132.68943581046,62.42557665328887,79.66668891879566,nan,True
2457769.4807070703,553.9969950914384,461,2125.5298971134935,62.390272262143256,79.56599846430319,nan,True
2457769.4807070703,553.9969950914384,462,2118.40570143104,62.35467441143218,79.46531627001319,nan,True
2457769.4807070703,553.9969950914384,463,2111.3172290060797,62.31878694098038,79.36464964842793,nan,True
2457769.4807070703,553.9969950914384,464,2104.271793458616,62.282649626990285,79.26410524954356,nan,True
2457769.4807070703,553.9969950914384,465,2097.2558846351517,62.246195349211625,79.16349246027423,nan,True
2457769.4807070703,553.9969950914384,466,2090.2768581327787,62.20946393019773,79.06291835600396,nan,True
2457769.4807070703,553.9969950914384,467,2083.3351066226523,62.1724598613607,78.96239104714307,nan,True
2457769.4807070703,553.9969950914384,468,2076.431025842531,62.135187804126105,78.86191885077777,nan,True
2457769.4807070703,553.9969950914384,469,2069.5650145764803,62.09765259271505,78.76151029344653,nan,True
2457769.4807070703,553.9969950914384,470,2062.737474632568,62.05985923689378,78.6611741138647,nan,True
2457769.4807070703,553.9969950914384,471,2055.9488108184923,62.02181292468659,78.56091926559289,nan,True
2457769.4807070703,553.9969950914384,472,2049.199430915091,61.983519025046775,78.46075491964281,nan,True
2457769.4807070703,553.9969950914384,473,2042.4897456476451,61.9449830904806,78.36069046701448,nan,True
2457769.4807070703,553.9969950914384,474,2035.8201686549596,61.906210859619335,78.26073552115966,nan,True
2457769.4807070703,553.9969950914384,475,2029.1911164561204,61.86720825973342,78.16089992036429,nan,True
2457769.4807070703,553.9969950914384,476,2022.60300841489,61.827981409183465,78.06119373004366,nan,True
2457769.4807070703,553.9969950914384,477,2016.0562667016768,61.788536619802095,77.961627244944,nan,True
2457769.4807186443,552.997000515461,478,2009.55131625301,61.74888039920055,77.86221099124293,nan,True
2457769.4807186443,552.997000515461,479,2003.0885847284756,61.709019452993964,77.76295572854218,nan,True
2457769.4807186443,552.997000515461,480,1996.6685024650258,61.66896068693855,77.6638724517448,nan,True
2457769.4807186443,552.997000515461,481,1990.2977638428185,61.62875095510564,77.56506973738294,nan,True
2457769.4807186443,552.997000515461,482,1983.964238487601,61.588318254321756,77.4663641694127,nan,True
