Epoch[JDUT1] is 2457769.4377327663823962
Time[s],AccessOrNoAccess,Range[km]
209.0,False,14156.273858351029
210.0,False,14156.27385834938
211.0,False,14156.27385834771
212.0,False,14156.273858346012
213.0,False,14156.273858344297
214.0,False,14156.273858342556
215.0,False,14156.273858340788
216.0,False,14156.273858338996
217.0,False,14156.273858337181
218.0,False,14156.273858335342
219.0,False,14156.273858333478
220.0,False,14156.273858331582
221.0,False,14156.273858329669
222.0,False,14156.273858327722
223.0,False,14156.273858325758
224.0,False,14156.27385832376
225.0,False,14156.273858321741
226.0,False,14156.27385831969
227.0,False,14156.27385831762
228.0,False,14156.273858315511
229.0,False,14156.273858313383
230.0,False,14156.273858311228
231.0,False,14156.273858309043
232.0,False,14156.273858306826
233.0,False,14156.273858304585
234.0,False,14156.273858302315
235.0,False,14156.273858300015
236.0,False,14156.273858297689
237.0,False,14156.273858295328
238.0,False,14156.273858292943
239.0,False,14156.273858290522
240.0,False,14156.273858288077
241.0,False,14156.273858285598
242.0,False,14156.27385828309
243.0,False,14156.273858280552
244.0,False,14156.273858277982
245.0,False,14156.273858275381
246.0,False,14156.27385827275
247.0,False,14156.27385827008
248.0,False,14156.273858267385
249.0,False,14156.273858264656
250.0,False,14156.273858261895
251.0,False,14156.273858259101
252.0,False,14156.27385825627
253.0,False,14156.273858253411
254.0,False,14156.273858250515
255.0,False,14156.273858247589
256.0,False,14156.273858244627
257.0,False,14156.27385824163
258.0,False,14156.273858238601
259.0,False,14156.273858235532
260.0,False,14156.27385823243
261.0,False,14156.273858229291
262.0,False,14156.27385822612
263.0,False,14156.27385822291
264.0,False,14156.273858219669
265.0,False,14156.273858216386
266.0,False,14156.27385821307
267.0,False,14156.273858209715
268.0,False,14156.273858206323
269.0,False,14156.273858202892
270.0,False,14156.273858199424
271.0,False,14156.27385819592
272.0,False,14156.273858192377
273.0,False,14156.273858188795
274.0,False,14156.273858185175
275.0,False,14156.273858181512
276.0,False,14156.273858177816
277.0,False,14156.273858174072
278.0,False,14156.273858170292
279.0,False,14156.273858166474
280.0,False,14156.273858162614
281.0,False,14156.273858158713
282.0,False,14156.273858154771
283.0,False,14156.273858150787
284.0,False,14156.273858146762
285.0,False,14156.273858142698
286.0,False,14156.273858138584
287.0,False,14156.273858134435
288.0,False,14156.27385813024
289.0,False,14156.273858126
290.0,False,14156.273858121718
291.0,False,14156.273858117396
292.0,False,14156.273858113029
293.0,False,14156.273858108616
294.0,False,14156.273858104158
295.0,False,14156.27385809966
296.0,False,14156.273858095108
297.0,False,14156.273858090517
298.0,False,14156.273858085877
299.0,False,14156.273858081195
300.0,False,14156.273858076462
301.0,False,14156.273858071685
302.0,False,14156.273858066861
303.0,False,14156.273858061992
304.0,False,14156.273858057071
305.0,False,14156.273858052105
306.0,False,14156.27385804709
307.0,False,14156.27385804203
308.0,False,14156.273858036917
309.0,False,14156.273858031756
310.0,False,14156.273858026547
311.0,False,14156.273858021286
312.0,False,14156.273858015977
313.0,False,14156.273858010622
314.0,False,14156.273858005206
315.0,False,14156.273857999748
316.0,False,14156.273857994232
317.0,False,14156.273857988674
318.0,False,14156.273857983058
319.0,False,14156.273857977389
320.0,False,14156.273857971675
321.0,False,14156.2738579659
322.0,False,14156.273857960077
323.0,False,14156.273857954195
324.0,False,14156.273857948265
325.0,False,14156.273857942278
326.0,False,14156.27385793624
327.0,False,14156.273857930144
328.0,False,14156.273857923994
329.0,False,14156.273857917791
330.0,False,14156.273857911532
331.0,False,14156.273857905211
332.0,False,14156.273857898841
333.0,False,14156.273857892415
334.0,False,14156.273857885928
335.0,False,14156.273857879387
336.0,False,14156.27385787279
337.0,False,14156.273857866128
338.0,False,14156.273857859413
339.0,False,14156.27385785264
340.0,False,14156.273857845807
341.0,False,14156.273857838916
342.0,False,14156.273857831964
343.0,False,14156.273857824955
344.0,False,14156.273857817885
345.0,False,14156.273857810751
346.0,False,14156.27385780356
347.0,False,14156.273857796308
348.0,False,14156.27385778899
349.0,False,14156.273857781618
350.0,False,14156.273857774178
351.0,False,14156.273857766677
352.0,False,14156.273857759117
353.0,False,14156.27385775149
354.0,False,14156.2738577438
355.0,False,14156.273857736045
356.0,False,14156.273857728233
357.0,False,14156.27385772035
358.0,False,14156.2738577124
359.0,False,14156.273857704393
360.0,False,14156.273857696313
361.0,False,14156.273857688173
362.0,False,14156.273857679964
363.0,False,14156.273857671693
364.0,False,14156.27385766335
365.0,False,14156.27385765494
366.0,False,14156.273857646462
367.0,False,14156.273857637918
368.0,False,14156.273857629309
369.0,False,14156.273857620628
370.0,False,14156.273857611877
371.0,False,14156.273857603059
372.0,False,14156.273857594173
373.0,False,14156.273857585209
374.0,False,14156.273857576185
375.0,False,14156.273857567083
376.0,False,14156.273857557913
377.0,False,14156.273857548673
378.0,False,14156.273857539361
379.0,False,14156.273857529977
380.0,False,14156.273857520519
381.0,False,14156.27385751099
382.0,False,14156.27385750139
383.0,False,14156.273857491711
384.0,False,14156.27385748196
385.0,False,14156.273857472135
386.0,False,14156.273857462238
387.0,False,14156.273857452265
388.0,False,14156.273857442213
389.0,False,14156.273857432092
390.0,False,14156.273857421891
391.0,False,14156.273857411616
392.0,False,14156.273857401264
393.0,False,14156.27385739083
394.0,False,14156.273857380327
395.0,False,14156.273857369739
396.0,False,14156.273857359076
397.0,False,14156.273857348337
398.0,False,14156.273857337512
399.0,False,14156.273857326614
400.0,False,14156.273857315633
401.0,False,14156.273857304575
402.0,False,14156.273857293436
403.0,False,14156.273857282215
404.0,False,14156.273857270917
405.0,False,14156.273857259534
406.0,False,14156.273857248067
407.0,False,14156.273857236522
408.0,False,14156.27385722489
409.0,False,14156.273857213182
410.0,False,14156.273857201386
411.0,False,14156.273857189506
412.0,False,14156.273857177543
413.0,False,14156.273857165497
414.0,False,14156.273857153363
415.0,False,14156.273857141145
416.0,False,14156.273857128843
417.0,False,14156.273857116452
418.0,False,14156.273857103977
419.0,False,14156.273857091417
420.0,False,14156.273857078771
421.0,False,14156.273857066035
422.0,False,14156.273857053211
423.0,False,14156.273857040298
424.0,False,14156.273857027298
425.0,False,14156.27385701421
426.0,False,14156.273857001028
427.0,False,14156.27385698776
428.0,False,14156.2738569744
429.0,False,14156.273856960954
430.0,False,14156.273856947413
431.0,False,14156.273856933782
432.0,False,14156.27385692006
433.0,False,14156.273856906246
434.0,False,14156.273856892334
435.0,False,14156.273856878335
436.0,False,14156.273856864243
437.0,False,14156.273856850055
438.0,False,14156.273856835774
439.0,False,14156.273856821403
440.0,False,14156.27385680693
441.0,False,14156.273856792366
442.0,False,14156.273856777707
443.0,False,14156.27385676295
444.0,False,14156.2738567481
445.0,False,14156.273856733149
446.0,False,14156.273856718104
447.0,False,14156.27385670296
448.0,False,14156.273856687716
449.0,False,14156.273856672376
450.0,False,14156.273856656939
451.0,False,14156.273856641403
452.0,False,14156.273856625763
453.0,False,14156.273856610025
454.0,False,14156.273856594189
455.0,False,14156.273856578251
456.0,False,14156.273856562213
457.0,False,14156.273856546071
458.0,False,14156.273856529831
459.0,False,14156.273856513488
460.0,False,14156.273856497037
461.0,False,14156.27385648049
462.0,False,14156.273856463835
463.0,False,14156.273856447078
464.0,False,14156.273856430216
465.0,False,14156.27385641325
466.0,False,14156.273856396178
467.0,False,14156.273856379003
468.0,False,14156.27385636172
469.0,False,14156.273856344334
470.0,False,14156.273856326834
471.0,False,14156.273856309233
472.0,False,14156.273856291526
473.0,False,14156.273856273707
474.0,False,14156.273856255779
475.0,False,14156.273856237745
476.0,False,14156.273856219601
477.0,False,14156.273856201347
478.0,False,14156.273856182985
479.0,False,14156.27385616451
480.0,False,14156.273856145926
481.0,False,14156.27385612723
482.0,False,14156.27385610842
483.0,False,14156.273856089505
484.0,False,14156.273856070471
485.0,False,14156.273856051326
486.0,False,14156.273856032069
487.0,False,14156.2738560127
488.0,False,14156.273855993213
489.0,False,14156.273855973612
490.0,False,14156.273855953898
491.0,False,14156.273855934069
492.0,False,14156.273855914123
493.0,False,14156.273855894062
494.0,False,14156.273855873886
495.0,False,14156.273855853588
496.0,False,14156.273855833177
497.0,False,14156.273855812646
498.0,False,14156.273855791995
499.0,False,14156.273855771231
500.0,False,14156.273855750345
501.0,False,14156.27385572934
502.0,False,14156.273855708212
503.0,False,14156.27385568697
504.0,False,14156.273855665602
505.0,False,14156.273855644115
506.0,False,14156.273855622507
507.0,False,14156.273855600775
508.0,False,14156.27385557892
509.0,False,14156.273855556943
510.0,False,14156.273855534844
511.0,False,14156.273855512623
512.0,False,14156.273855490277
513.0,False,14156.273855467807
514.0,False,14156.27385544521
515.0,False,14156.273855422487
516.0,False,14156.273855399639
517.0,False,14156.273855376663
518.0,False,14156.273855353566
519.0,False,14156.273855330337
520.0,False,14156.273855306983
521.0,False,14156.2738552835
522.0,False,14156.273855259888
523.0,False,14156.27385523615
524.0,False,14156.273855212283
525.0,False,14156.273855188281
526.0,False,14156.273855164154
527.0,False,14156.273855139896
528.0,False,14156.273855115505
529.0,False,14156.273855090983
530.0,False,14156.27385506633
531.0,False,14156.273855041545
532.0,False,14156.273855016629
533.0,False,14156.273854991578
534.0,False,14156.273854966395
535.0,False,14156.273854941077
536.0,False,14156.273854915622
537.0,False,14156.273854890038
538.0,False,14156.273854864314
539.0,False,14156.273854838455
540.0,False,14156.273854812463
541.0,False,14156.27385478633
542.0,False,14156.273854760064
543.0,False,14156.273854733661
544.0,False,14156.27385470712
545.0,False,14156.27385468044
546.0,False,14156.27385465362
547.0,False,14156.273854626663
548.0,False,14156.273854599565
549.0,False,14156.273854572324
550.0,False,14156.273854544947
551.0,False,14156.273854517427
552.0,False,14156.273854489767
553.0,False,14156.273854461968
554.0,False,14156.273854434025
555.0,False,14156.273854405936
556.0,False,14156.273854377707
557.0,False,14156.273854349334
558.0,False,14156.27385432082
559.0,False,14156.273854292158
560.0,False,14156.27385426335
561.0,False,14156.273854234401
562.0,False,14156.273854205307
563.0,False,14156.273854176065
564.0,False,14156.273854146677
565.0,False,14156.273854117138
566.0,False,14156.273854087454
567.0,False,14156.273854057623
568.0,False,14156.273854027648
569.0,False,14156.27385399752
570.0,False,14156.273853967243
571.0,False,14156.273853936813
572.0,False,14156.273853906237
573.0,False,14156.273853875513
574.0,False,14156.273853844634
575.0,False,14156.27385381361
576.0,False,14156.273853782424
577.0,False,14156.273853751092
578.0,False,14156.27385371961
579.0,False,14156.273853687971
580.0,False,14156.273853656177
581.0,False,14156.273853624232
582.0,False,14156.27385359213
583.0,False,14156.273853559876
584.0,False,14156.273853527464
585.0,False,14156.273853494899
586.0,False,14156.273853462177
587.0,False,14156.2738534293
588.0,False,14156.273853396262
589.0,False,14156.273853363069
590.0,False,14156.273853329718
591.0,False,14156.273853296208
592.0,False,14156.273853262539
593.0,False,14156.273853228713
594.0,False,14156.273853194723
595.0,False,14156.273853160577
596.0,False,14156.273853126271
597.0,False,14156.273853091798
598.0,False,14156.27385305717
599.0,False,14156.273853022374
600.0,False,14156.27385298742
601.0,False,14156.273852952303
602.0,False,14156.27385291702
603.0,False,14156.273852881577
604.0,False,14156.27385284597
605.0,False,14156.273852810196
606.0,False,14156.273852774257
607.0,False,14156.273852738148
608.0,False,14156.273852701883
609.0,False,14156.273852665445
610.0,False,14156.273852628841
611.0,False,14156.273852592072
612.0,False,14156.273852555136
613.0,False,14156.273852518028
614.0,False,14156.273852480754
615.0,False,14156.273852443312
616.0,False,14156.273852405697
617.0,False,14156.273852367915
618.0,False,14156.27385232996
619.0,False,14156.273852291835
620.0,False,14156.273852253542
621.0,False,14156.27385221507
622.0,False,14156.273852176431
623.0,False,14156.27385213762
624.0,False,14156.273852098633
625.0,False,14156.273852059478
626.0,False,14156.273852020144
627.0,False,14156.273851980635
628.0,False,14156.273851940956
629.0,False,14156.273851901096
630.0,False,14156.273851861062
631.0,False,14156.273851820855
632.0,False,14156.273851780466
633.0,False,14156.273851739905
634.0,False,14156.273851699165
635.0,False,14156.273851658245
636.0,False,14156.273851617148
637.0,False,14156.273851575874
638.0,False,14156.273851534419
639.0,False,14156.273851492784
640.0,False,14156.273851450967
641.0,False,14156.273851408974
642.0,False,14156.273851366794
643.0,False,14156.273851324437
644.0,False,14156.273851281894
645.0,False,14156.273851239175
646.0,False,14156.273851196267
647.0,False,14156.273851153177
648.0,False,14156.273851109907
649.0,False,14156.27385106645
650.0,False,14156.273851022806
651.0,False,14156.273850978981
652.0,False,14156.273850934967
653.0,False,14156.27385089077
654.0,False,14156.273850846383
655.0,False,14156.273850801812
656.0,False,14156.27385075705
657.0,False,14156.273850712103
658.0,False,14156.27385066697
659.0,False,14156.273850621645
660.0,False,14156.27385057613
661.0,False,14156.273850530428
662.0,False,14156.273850484531
663.0,False,14156.273850438447
664.0,False,14156.273850392174
665.0,False,14156.273850345708
666.0,False,14156.27385029905
667.0,False,14156.273850252202
668.0,False,14156.27385020516
669.0,False,14156.273850157922
670.0,False,14156.273850110489
671.0,False,14156.273850062866
672.0,False,14156.273850015052
673.0,False,14156.27384996704
674.0,False,14156.273849918829
675.0,False,14156.273849870422
676.0,False,14156.273849821819
677.0,False,14156.273849773024
678.0,False,14156.27384972403
679.0,False,14156.273849674837
680.0,False,14156.273849625444
681.0,False,14156.273849575855
682.0,False,14156.273849526067
683.0,False,14156.273849476076
684.0,False,14156.27384942589
685.0,False,14156.273849375502
686.0,False,14156.273849324914
687.0,False,14156.273849274123
688.0,False,14156.273849223131
689.0,False,14156.273849171937
690.0,False,14156.27384912054
691.0,False,14156.27384906894
692.0,False,14156.273849017138
693.0,False,14156.273848965133
694.0,False,14156.273848912919
695.0,False,14156.273848860503
696.0,False,14156.273848807883
697.0,False,14156.273848755054
698.0,False,14156.273848702021
699.0,False,14156.273848648783
700.0,False,14156.273848595336
701.0,False,14156.273848541681
702.0,False,14156.273848487817
703.0,False,14156.27384843375
704.0,False,14156.273848379467
705.0,False,14156.27384832498
706.0,False,14156.273848270279
707.0,False,14156.273848215373
708.0,False,14156.273848160254
709.0,False,14156.273848104925
710.0,False,14156.273848049383
711.0,False,14156.27384799363
712.0,False,14156.273847937664
713.0,False,14156.273847881484
714.0,False,14156.273847825094
715.0,False,14156.27384776849
716.0,False,14156.273847711669
717.0,False,14156.273847654636
718.0,False,14156.273847597387
719.0,False,14156.273847539924
720.0,False,14156.27384748224
721.0,False,14156.273847424345
722.0,False,14156.27384736623
723.0,False,14156.273847307899
724.0,False,14156.273847249353
725.0,False,14156.273847190589
726.0,False,14156.273847131604
727.0,False,14156.273847072398
728.0,False,14156.273847012979
729.0,False,14156.273846953332
730.0,False,14156.27384689347
731.0,False,14156.273846833383
732.0,False,14156.273846773081
733.0,False,14156.273846712551
734.0,False,14156.273846651806
735.0,False,14156.273846590833
736.0,False,14156.273846529639
737.0,False,14156.273846468219
738.0,False,14156.273846406582
739.0,False,14156.273846344713
740.0,False,14156.273846282626
741.0,False,14156.27384622031
742.0,False,14156.27384615777
743.0,False,14156.273846095002
744.0,False,14156.273846032007
745.0,False,14156.273845968786
746.0,False,14156.273845905343
747.0,False,14156.27384584167
748.0,False,14156.273845777765
749.0,False,14156.273845713633
750.0,False,14156.273845649272
751.0,False,14156.273845584683
752.0,False,14156.273845519861
753.0,False,14156.27384545481
754.0,False,14156.273845389533
755.0,False,14156.273845324018
756.0,False,14156.273845258276
757.0,False,14156.2738451923
758.0,False,14156.273845126092
759.0,False,14156.27384505965
760.0,False,14156.273844992978
761.0,False,14156.273844926069
762.0,False,14156.273844858926
763.0,False,14156.273844791547
764.0,False,14156.273844723935
765.0,False,14156.273844656089
766.0,False,14156.273844588006
767.0,False,14156.273844519686
768.0,False,14156.27384445113
769.0,False,14156.273844382336
770.0,False,14156.273844313306
771.0,False,14156.273844244037
772.0,False,14156.273844174528
773.0,False,14156.273844104782
774.0,False,14156.273844034797
775.0,False,14156.273843964573
776.0,False,14156.273843894105
777.0,False,14156.273843823396
778.0,False,14156.27384375245
779.0,False,14156.27384368126
780.0,False,14156.27384360983
781.0,False,14156.27384353816
782.0,False,14156.273843466242
783.0,False,14156.273843394085
784.0,False,14156.27384332168
785.0,False,14156.273843249033
786.0,False,14156.27384317614
787.0,False,14156.273843103005
788.0,False,14156.273843029627
789.0,False,14156.273842956
790.0,False,14156.273842882129
791.0,False,14156.273842808005
792.0,False,14156.27384273364
793.0,False,14156.27384265903
794.0,False,14156.273842584165
795.0,False,14156.273842509057
796.0,False,14156.273842433699
797.0,False,14156.273842358092
798.0,False,14156.273842282235
799.0,False,14156.273842206125
800.0,False,14156.273842129773
801.0,False,14156.27384205316
802.0,False,14156.273841976306
803.0,False,14156.273841899196
804.0,False,14156.273841821834
805.0,False,14156.273841744218
806.0,False,14156.27384166635
807.0,False,14156.27384158823
808.0,False,14156.273841509857
809.0,False,14156.27384143123
810.0,False,14156.273841352348
811.0,False,14156.273841273209
812.0,False,14156.273841193819
813.0,False,14156.273841114167
814.0,False,14156.273841034266
815.0,False,14156.2738409541
816.0,False,14156.273840873686
817.0,False,14156.273840793012
818.0,False,14156.27384071208
819.0,False,14156.273840630889
820.0,False,14156.273840549438
821.0,False,14156.273840467731
822.0,False,14156.273840385764
823.0,False,14156.273840303536
824.0,False,14156.273840221049
825.0,False,14156.273840138301
826.0,False,14156.27384005529
827.0,False,14156.27383997202
828.0,False,14156.273839888489
829.0,False,14156.273839804693
830.0,False,14156.27383972064
831.0,False,14156.273839636318
832.0,False,14156.273839551734
833.0,False,14156.273839466889
834.0,False,14156.273839381778
835.0,False,14156.273839296406
836.0,False,14156.273839210762
837.0,False,14156.273839124855
838.0,False,14156.273839038684
839.0,False,14156.273838952244
840.0,False,14156.27383886554
841.0,False,14156.273838778568
842.0,False,14156.273838691332
843.0,False,14156.273838603825
844.0,False,14156.27383851605
845.0,False,14156.27383842801
846.0,False,14156.273838339694
847.0,False,14156.273838251114
848.0,False,14156.27383816226
849.0,False,14156.27383807314
850.0,False,14156.273837983748
851.0,False,14156.273837894087
852.0,False,14156.273837804154
853.0,False,14156.273837713943
854.0,False,14156.273837623467
855.0,False,14156.273837532717
856.0,False,14156.273837441695
857.0,False,14156.273837350396
858.0,False,14156.273837258823
859.0,False,14156.273837166984
860.0,False,14156.273837074865
861.0,False,14156.273836982466
862.0,False,14156.2738368898
863.0,False,14156.273836796856
864.0,False,14156.273836703638
865.0,False,14156.273836610138
866.0,False,14156.273836516364
867.0,False,14156.273836422315
868.0,False,14156.273836327986
869.0,False,14156.273836233386
870.0,False,14156.273836138496
871.0,False,14156.273836043332
872.0,False,14156.273835947892
873.0,False,14156.27383585217
874.0,False,14156.27383575617
875.0,False,14156.27383565989
876.0,False,14156.273835563328
877.0,False,14156.273835466483
878.0,False,14156.273835369362
879.0,False,14156.273835271955
880.0,False,14156.27383517427
881.0,False,14156.2738350763
882.0,False,14156.273834978045
883.0,False,14156.273834879512
884.0,False,14156.273834780694
885.0,False,14156.273834681588
886.0,False,14156.2738345822
887.0,False,14156.273834482528
888.0,False,14156.27383438257
889.0,False,14156.273834282329
890.0,False,14156.2738341818
891.0,False,14156.273834080983
892.0,False,14156.273833979885
893.0,False,14156.273833878495
894.0,False,14156.27383377682
895.0,False,14156.27383367486
896.0,False,14156.273833572606
897.0,False,14156.27383347007
898.0,False,14156.273833367242
899.0,False,14156.273833264126
900.0,False,14156.273833160718
901.0,False,14156.273833057025
902.0,False,14156.273832953038
903.0,False,14156.273832848763
904.0,False,14156.273832744195
905.0,False,14156.27383263934
906.0,False,14156.273832534189
907.0,False,14156.273832428746
908.0,False,14156.273832323013
909.0,False,14156.273832216986
910.0,False,14156.273832110664
911.0,False,14156.273832004055
912.0,False,14156.273831897148
913.0,False,14156.273831789948
914.0,False,14156.273831682454
915.0,False,14156.273831574665
916.0,False,14156.273831466577
917.0,False,14156.2738313582
918.0,False,14156.27383124952
919.0,False,14156.27383114055
920.0,False,14156.27383103128
921.0,False,14156.273830921715
922.0,False,14156.273830811855
923.0,False,14156.273830701693
924.0,False,14156.273830591235
925.0,False,14156.27383048048
926.0,False,14156.273830369424
927.0,False,14156.273830258071
928.0,False,14156.273830146418
929.0,False,14156.273830034464
930.0,False,14156.273829922213
931.0,False,14156.273829809657
932.0,False,14156.273829696807
933.0,False,14156.273829583652
934.0,False,14156.273829470198
935.0,False,14156.27382935644
936.0,False,14156.273829242382
937.0,False,14156.273829128018
938.0,False,14156.273829013357
939.0,False,14156.273828898393
940.0,False,14156.273828783118
941.0,False,14156.273828667549
942.0,False,14156.27382855167
943.0,False,14156.273828435485
944.0,False,14156.273828319003
945.0,False,14156.273828202206
946.0,False,14156.273828085112
947.0,False,14156.27382796771
948.0,False,14156.273827850002
949.0,False,14156.273827731988
950.0,False,14156.273827613668
951.0,False,14156.273827495037
952.0,False,14156.273827376104
953.0,False,14156.273827256862
954.0,False,14156.273827137311
955.0,False,14156.273827017452
956.0,False,14156.273826897286
957.0,False,14156.273826776807
958.0,False,14156.273826656026
959.0,False,14156.273826534929
960.0,False,14156.273826413526
961.0,False,14156.273826291812
962.0,False,14156.273826169787
963.0,False,14156.273826047449
964.0,False,14156.273825924802
965.0,False,14156.273825801843
966.0,False,14156.273825678576
967.0,False,14156.273825554996
968.0,False,14156.2738254311
969.0,False,14156.273825306898
970.0,False,14156.273825182378
971.0,False,14156.273825057542
972.0,False,14156.273824932397
973.0,False,14156.273824806938
974.0,False,14156.273824681166
975.0,False,14156.273824555077
976.0,False,14156.273824428674
977.0,False,14156.273824301956
978.0,False,14156.273824174925
979.0,False,14156.273824047574
980.0,False,14156.273823919908
981.0,False,14156.273823791931
982.0,False,14156.27382366363
983.0,False,14156.273823535017
984.0,False,14156.273823406085
985.0,False,14156.273823276835
986.0,False,14156.273823147269
987.0,False,14156.273823017385
988.0,False,14156.273822887182
989.0,False,14156.273822756662
990.0,False,14156.273822625823
991.0,False,14156.273822494662
992.0,False,14156.273822363184
