Epoch[JDUT1] is 2457769.4377327663823962
Time[s],AccessOrNoAccess,Range[km]
121.0,False,10009.428072740235
122.0,False,10009.427477903835
123.0,False,10009.426882582777
124.0,False,10009.426286777734
125.0,False,10009.425690489374
126.0,False,10009.425093718366
127.0,False,10009.424496465384
128.0,False,10009.4238987311
129.0,False,10009.423300516177
130.0,False,10009.422701821299
131.0,False,10009.422102647137
132.0,False,10009.421502994355
133.0,False,10009.420902863632
134.0,False,10009.420302255654
135.0,False,10009.41970117108
136.0,False,10009.419099610588
137.0,False,10009.418497574867
138.0,False,10009.41789506458
139.0,False,10009.417292080409
140.0,False,10009.416688623032
141.0,False,10009.41608469313
142.0,False,10009.415480291376
143.0,False,10009.414875418452
144.0,False,10009.41427007504
145.0,False,10009.413664261825
146.0,False,10009.413057979473
147.0,False,10009.412451228674
148.0,False,10009.411844010116
149.0,False,10009.41123632447
150.0,False,10009.41062817243
151.0,False,10009.410019554676
152.0,False,10009.409410471884
153.0,False,10009.408800924748
154.0,False,10009.408190913957
155.0,False,10009.407580440187
156.0,False,10009.40696950412
157.0,False,10009.406358106457
158.0,False,10009.405746247881
159.0,False,10009.405133929075
160.0,False,10009.404521150727
161.0,False,10009.40390791353
162.0,False,10009.403294218168
163.0,False,10009.402680065341
164.0,False,10009.40206545573
165.0,False,10009.401450390029
166.0,False,10009.40083486893
167.0,False,10009.400218893123
168.0,False,10009.399602463305
169.0,False,10009.39898558016
170.0,False,10009.39836824439
171.0,False,10009.397750456686
172.0,False,10009.397132217733
173.0,False,10009.396513528247
174.0,False,10009.395894388905
175.0,False,10009.39527480041
176.0,False,10009.39465476346
177.0,False,10009.394034278752
178.0,False,10009.39341334698
179.0,False,10009.392791968841
180.0,False,10009.39217014504
181.0,False,10009.391547876266
182.0,False,10009.390925163225
183.0,False,10009.390302006621
184.0,False,10009.38967840715
185.0,False,10009.389054365502
186.0,False,10009.388429882401
187.0,False,10009.387804958533
188.0,False,10009.387179594605
189.0,False,10009.38655379132
190.0,False,10009.385927549381
191.0,False,10009.38530086949
192.0,False,10009.38467375235
193.0,False,10009.384046198678
194.0,False,10009.383418209167
195.0,False,10009.38278978452
196.0,False,10009.382160925454
197.0,False,10009.381531632678
198.0,False,10009.380901906883
199.0,False,10009.380271748794
200.0,False,10009.379641159114
201.0,False,10009.379010138548
202.0,False,10009.378378687805
203.0,False,10009.377746807599
204.0,False,10009.377114498637
205.0,False,10009.376481761632
206.0,False,10009.375848597296
207.0,False,10009.37521500634
208.0,False,10009.37458098947
209.0,False,10009.37394654741
210.0,False,10009.373311680865
211.0,False,10009.372676390547
212.0,False,10009.37204067718
213.0,False,10009.371404541473
214.0,False,10009.37076798414
215.0,False,10009.370131005891
216.0,False,10009.369493607453
217.0,False,10009.368855789538
218.0,False,10009.368217552861
219.0,False,10009.367578898144
220.0,False,10009.366939826099
221.0,False,10009.366300337448
222.0,False,10009.365660432904
223.0,False,10009.3650201132
224.0,False,10009.364379379047
225.0,False,10009.363738231157
226.0,False,10009.363096670268
227.0,False,10009.362454697088
228.0,False,10009.361812312341
229.0,False,10009.361169516753
230.0,False,10009.360526311048
231.0,False,10009.359882695937
232.0,False,10009.359238672156
233.0,False,10009.358594240426
234.0,False,10009.357949401465
235.0,False,10009.357304156012
236.0,False,10009.356658504781
237.0,False,10009.3560124485
238.0,False,10009.35536598789
239.0,False,10009.354719123681
240.0,False,10009.354071856611
241.0,False,10009.353424187393
242.0,False,10009.35277611676
243.0,False,10009.352127645447
244.0,False,10009.351478774171
245.0,False,10009.350829503668
246.0,False,10009.350179834672
247.0,False,10009.349529767904
248.0,False,10009.348879304102
249.0,False,10009.348228443987
250.0,False,10009.347577188304
251.0,False,10009.346925537779
252.0,False,10009.346273493144
253.0,False,10009.345621055136
254.0,False,10009.344968224475
255.0,False,10009.34431500191
256.0,False,10009.343661388173
257.0,False,10009.343007383992
258.0,False,10009.342352990105
259.0,False,10009.341698207249
260.0,False,10009.34104303616
261.0,False,10009.340387477572
262.0,False,10009.339731532227
263.0,False,10009.339075200856
264.0,False,10009.338418484198
265.0,False,10009.337761382998
266.0,False,10009.337103897988
267.0,False,10009.3364460299
268.0,False,10009.335787779492
269.0,False,10009.335129147488
270.0,False,10009.334470134641
271.0,False,10009.333810741678
272.0,False,10009.33315096935
273.0,False,10009.332490818397
274.0,False,10009.331830289553
275.0,False,10009.331169383577
276.0,False,10009.330508101195
277.0,False,10009.329846443161
278.0,False,10009.329184410215
279.0,False,10009.3285220031
280.0,False,10009.32785922256
281.0,False,10009.327196069346
282.0,False,10009.326532544193
283.0,False,10009.325868647858
284.0,False,10009.325204381083
285.0,False,10009.324539744614
286.0,False,10009.323874739195
287.0,False,10009.323209365577
288.0,False,10009.32254362451
289.0,False,10009.321877516744
290.0,False,10009.321211043009
291.0,False,10009.320544204085
292.0,False,10009.3198770007
293.0,False,10009.319209433606
294.0,False,10009.318541503555
295.0,False,10009.317873211307
296.0,False,10009.317204557601
297.0,False,10009.31653554319
298.0,False,10009.315866168834
299.0,False,10009.315196435286
300.0,False,10009.314526343278
301.0,False,10009.313855893593
302.0,False,10009.313185086963
303.0,False,10009.31251392415
304.0,False,10009.31184240591
305.0,False,10009.311170532994
306.0,False,10009.31049830616
307.0,False,10009.309825726155
308.0,False,10009.309152793749
309.0,False,10009.308479509697
310.0,False,10009.30780587474
311.0,False,10009.307131889653
312.0,False,10009.306457555185
313.0,False,10009.30578287209
314.0,False,10009.305107841134
315.0,False,10009.304432463075
316.0,False,10009.303756738671
317.0,False,10009.303080668678
318.0,False,10009.302404253864
319.0,False,10009.301727494983
320.0,False,10009.301050392794
321.0,False,10009.300372948062
322.0,False,10009.299695161551
323.0,False,10009.299017034013
324.0,False,10009.298338566221
325.0,False,10009.297659758933
326.0,False,10009.296980612911
327.0,False,10009.29630112892
328.0,False,10009.295621307725
329.0,False,10009.29494115009
330.0,False,10009.29426065677
331.0,False,10009.293579828545
332.0,False,10009.292898666175
333.0,False,10009.292217170421
334.0,False,10009.29153534205
335.0,False,10009.290853181834
336.0,False,10009.290170690532
337.0,False,10009.28948786892
338.0,False,10009.288804717758
339.0,False,10009.28812123782
340.0,False,10009.287437429863
341.0,False,10009.28675329467
342.0,False,10009.286068833002
343.0,False,10009.285384045628
344.0,False,10009.284698933325
345.0,False,10009.284013496854
346.0,False,10009.283327736985
347.0,False,10009.282641654501
348.0,False,10009.281955250162
349.0,False,10009.281268524743
350.0,False,10009.280581479012
351.0,False,10009.279894113752
352.0,False,10009.279206429723
353.0,False,10009.278518427702
354.0,False,10009.277830108469
355.0,False,10009.277141472789
356.0,False,10009.276452521435
357.0,False,10009.275763255195
358.0,False,10009.275073674833
359.0,False,10009.274383781116
360.0,False,10009.27369357484
361.0,False,10009.27300305677
362.0,False,10009.27231222768
363.0,False,10009.271621088345
364.0,False,10009.27092963955
365.0,False,10009.270237882067
366.0,False,10009.269545816669
367.0,False,10009.268853444142
368.0,False,10009.268160765268
369.0,False,10009.26746778081
370.0,False,10009.266774491563
371.0,False,10009.266080898298
372.0,False,10009.265387001791
373.0,False,10009.26469280283
374.0,False,10009.263998302195
375.0,False,10009.26330350066
376.0,False,10009.26260839901
377.0,False,10009.261912998027
378.0,False,10009.261217298494
379.0,False,10009.260521301183
380.0,False,10009.259825006891
381.0,False,10009.259128416397
382.0,False,10009.25843153047
383.0,False,10009.257734349914
384.0,False,10009.257036875497
385.0,False,10009.256339108008
386.0,False,10009.255641048232
387.0,False,10009.254942696956
388.0,False,10009.254244054964
389.0,False,10009.253545123032
390.0,False,10009.252845901961
391.0,False,10009.252146392528
392.0,False,10009.25144659552
393.0,False,10009.25074651172
394.0,False,10009.250046141928
395.0,False,10009.249345486913
396.0,False,10009.248644547477
397.0,False,10009.2479433244
398.0,False,10009.247241818475
399.0,False,10009.246540030492
400.0,False,10009.24583796123
401.0,False,10009.245135611487
402.0,False,10009.244432982045
403.0,False,10009.243730073704
404.0,False,10009.243026887252
405.0,False,10009.242323423465
406.0,False,10009.241619683156
407.0,False,10009.240915667102
408.0,False,10009.240211376096
409.0,False,10009.239506810929
410.0,False,10009.238801972395
411.0,False,10009.238096861287
412.0,False,10009.237391478391
413.0,False,10009.236685824513
414.0,False,10009.235979900439
415.0,False,10009.235273706958
416.0,False,10009.234567244868
417.0,False,10009.233860514965
418.0,False,10009.233153518035
419.0,False,10009.232446254891
420.0,False,10009.231738726308
421.0,False,10009.231030933093
422.0,False,10009.230322876028
423.0,False,10009.229614555928
424.0,False,10009.228905973578
425.0,False,10009.22819712977
426.0,False,10009.227488025312
427.0,False,10009.226778661003
428.0,False,10009.22606903762
429.0,False,10009.225359155982
430.0,False,10009.224649016878
431.0,False,10009.223938621111
432.0,False,10009.223227969467
433.0,False,10009.222517062757
434.0,False,10009.221805901776
435.0,False,10009.221094487324
436.0,False,10009.220382820198
437.0,False,10009.219670901206
438.0,False,10009.218958731137
439.0,False,10009.218246310802
440.0,False,10009.21753364099
441.0,False,10009.216820722513
442.0,False,10009.216107556169
443.0,False,10009.215394142762
444.0,False,10009.214680483085
445.0,False,10009.213966577945
446.0,False,10009.213252428146
447.0,False,10009.212538034493
448.0,False,10009.21182339778
449.0,False,10009.211108518823
450.0,False,10009.21039339842
451.0,False,10009.209678037365
452.0,False,10009.208962436473
453.0,False,10009.208246596549
454.0,False,10009.207530518395
455.0,False,10009.206814202815
456.0,False,10009.206097650613
457.0,False,10009.205380862599
458.0,False,10009.204663839566
459.0,False,10009.20394658234
460.0,False,10009.20322909171
461.0,False,10009.202511368492
462.0,False,10009.201793413493
463.0,False,10009.201075227516
464.0,False,10009.200356811361
465.0,False,10009.199638165852
466.0,False,10009.198919291786
467.0,False,10009.19820018998
468.0,False,10009.197480861223
469.0,False,10009.196761306344
470.0,False,10009.196041526144
471.0,False,10009.195321521425
472.0,False,10009.194601293011
473.0,False,10009.193880841705
474.0,False,10009.193160168305
475.0,False,10009.192439273644
476.0,False,10009.19171815852
477.0,False,10009.190996823734
478.0,False,10009.19027527011
479.0,False,10009.189553498461
480.0,False,10009.188831509588
481.0,False,10009.188109304303
482.0,False,10009.187386883426
483.0,False,10009.186664247767
484.0,False,10009.185941398131
485.0,False,10009.185218335339
486.0,False,10009.184495060199
487.0,False,10009.183771573522
488.0,False,10009.18304787613
489.0,False,10009.182323968835
490.0,False,10009.181599852438
491.0,False,10009.180875527765
492.0,False,10009.180150995626
493.0,False,10009.179426256836
494.0,False,10009.178701312208
495.0,False,10009.177976162557
496.0,False,10009.177250808707
497.0,False,10009.176525251456
498.0,False,10009.175799491635
499.0,False,10009.175073530054
500.0,False,10009.17434736753
501.0,False,10009.173621004873
502.0,False,10009.172894442914
503.0,False,10009.172167682455
504.0,False,10009.171440724313
505.0,False,10009.170713569316
506.0,False,10009.169986218276
507.0,False,10009.169258672004
508.0,False,10009.16853093133
509.0,False,10009.167802997064
510.0,False,10009.167074870022
511.0,False,10009.166346551036
512.0,False,10009.165618040912
513.0,False,10009.16488934047
514.0,False,10009.164160450526
515.0,False,10009.163431371913
516.0,False,10009.16270210544
517.0,False,10009.16197265192
518.0,False,10009.161243012193
519.0,False,10009.16051318706
520.0,False,10009.159783177349
521.0,False,10009.15905298388
522.0,False,10009.158322607476
523.0,False,10009.15759204896
524.0,False,10009.15686130914
525.0,False,10009.156130388852
526.0,False,10009.155399288915
527.0,False,10009.154668010142
528.0,False,10009.153936553357
529.0,False,10009.153204919397
530.0,False,10009.152473109065
531.0,False,10009.151741123196
532.0,False,10009.1510089626
533.0,False,10009.150276628116
534.0,False,10009.149544120559
535.0,False,10009.148811440751
536.0,False,10009.148078589522
537.0,False,10009.147345567686
538.0,False,10009.146612376071
539.0,False,10009.145879015505
540.0,False,10009.145145486806
541.0,False,10009.144411790809
542.0,False,10009.14367792833
543.0,False,10009.14294390019
544.0,False,10009.142209707219
545.0,False,10009.141475350247
546.0,False,10009.140740830091
547.0,False,10009.140006147582
548.0,False,10009.139271303548
549.0,False,10009.13853629881
550.0,False,10009.137801134186
551.0,False,10009.137065810524
552.0,False,10009.136330328638
553.0,False,10009.135594689344
554.0,False,10009.134858893487
555.0,False,10009.134122941887
556.0,False,10009.133386835369
557.0,False,10009.13265057476
558.0,False,10009.131914160898
559.0,False,10009.131177594596
560.0,False,10009.130440876686
561.0,False,10009.129704008008
562.0,False,10009.128966989376
563.0,False,10009.12822982162
564.0,False,10009.127492505577
565.0,False,10009.126755042069
566.0,False,10009.12601743192
567.0,False,10009.125279675973
568.0,False,10009.124541775047
569.0,False,10009.123803729974
570.0,False,10009.123065541578
571.0,False,10009.122327210707
572.0,False,10009.12158873817
573.0,False,10009.120850124804
574.0,False,10009.12011137144
575.0,False,10009.119372478912
576.0,False,10009.118633448044
577.0,False,10009.117894279674
578.0,False,10009.117154974627
579.0,False,10009.116415533728
580.0,False,10009.115675957824
581.0,False,10009.114936247743
582.0,False,10009.114196404304
583.0,False,10009.11345642834
584.0,False,10009.1127163207
585.0,False,10009.111976082202
586.0,False,10009.111235713675
587.0,False,10009.110495215962
588.0,False,10009.10975458989
589.0,False,10009.109013836285
590.0,False,10009.108272955993
591.0,False,10009.107531949838
592.0,False,10009.106790818654
593.0,False,10009.106049563272
594.0,False,10009.105308184528
595.0,False,10009.10456668326
596.0,False,10009.103825060292
597.0,False,10009.10308331646
598.0,False,10009.10234145261
599.0,False,10009.101599469554
600.0,False,10009.100857368141
601.0,False,10009.100115149207
602.0,False,10009.09937281357
603.0,False,10009.098630362085
604.0,False,10009.097887795575
605.0,False,10009.097145114876
606.0,False,10009.096402320813
607.0,False,10009.09565941424
608.0,False,10009.09491639599
609.0,False,10009.094173266883
610.0,False,10009.093430027762
611.0,False,10009.092686679463
612.0,False,10009.091943222822
613.0,False,10009.091199658675
614.0,False,10009.090455987858
615.0,False,10009.089712211204
616.0,False,10009.088968329546
617.0,False,10009.08822434373
618.0,False,10009.087480254582
619.0,False,10009.086736062942
620.0,False,10009.085991769654
621.0,False,10009.085247375546
622.0,False,10009.084502881457
623.0,False,10009.083758288218
624.0,False,10009.083013596677
625.0,False,10009.082268807664
626.0,False,10009.081523922014
627.0,False,10009.080778940574
628.0,False,10009.080033864177
629.0,False,10009.079288693649
630.0,False,10009.07854342984
631.0,False,10009.077798073587
632.0,False,10009.077052625727
633.0,False,10009.076307087096
634.0,False,10009.075561458527
635.0,False,10009.074815740867
636.0,False,10009.074069934952
637.0,False,10009.073324041616
638.0,False,10009.072578061707
639.0,False,10009.071831996045
640.0,False,10009.071085845486
641.0,False,10009.070339610864
642.0,False,10009.069593293014
643.0,False,10009.06884689278
644.0,False,10009.068100410994
645.0,False,10009.067353848497
646.0,False,10009.06660720614
647.0,False,10009.065860484749
648.0,False,10009.065113685161
649.0,False,10009.064366808228
650.0,False,10009.063619854782
651.0,False,10009.062872825665
652.0,False,10009.0621257217
653.0,False,10009.061378543756
654.0,False,10009.06063129266
655.0,False,10009.059883969241
656.0,False,10009.059136574351
657.0,False,10009.05838910883
658.0,False,10009.057641573514
659.0,False,10009.056893969244
660.0,False,10009.056146296862
661.0,False,10009.05539855721
662.0,False,10009.054650751115
663.0,False,10009.053902879437
664.0,False,10009.053154943009
665.0,False,10009.052406942665
666.0,False,10009.05165887925
667.0,False,10009.05091075361
668.0,False,10009.05016256658
669.0,False,10009.049414319
670.0,False,10009.04866601172
671.0,False,10009.047917645563
672.0,False,10009.047169221398
673.0,False,10009.04642074004
674.0,False,10009.045672202345
675.0,False,10009.044923609137
676.0,False,10009.044174961286
677.0,False,10009.043426259614
678.0,False,10009.042677504955
679.0,False,10009.041928698174
680.0,False,10009.041179840096
681.0,False,10009.040430931564
682.0,False,10009.039681973421
683.0,False,10009.038932966516
684.0,False,10009.038183911682
685.0,False,10009.037434809763
686.0,False,10009.0366856616
687.0,False,10009.035936468044
688.0,False,10009.035187229927
689.0,False,10009.03443794809
690.0,False,10009.033688623387
691.0,False,10009.032939256642
692.0,False,10009.032189848715
693.0,False,10009.03144040044
694.0,False,10009.030690912661
695.0,False,10009.02994138622
696.0,False,10009.029191821954
697.0,False,10009.028442220715
698.0,False,10009.02769258334
699.0,False,10009.02694291067
700.0,False,10009.026193203552
701.0,False,10009.025443462828
702.0,False,10009.024693689338
703.0,False,10009.023943883934
704.0,False,10009.023194047442
705.0,False,10009.022444180719
706.0,False,10009.021694284602
707.0,False,10009.02094435993
708.0,False,10009.02019440755
709.0,False,10009.019444428312
710.0,False,10009.018694423046
711.0,False,10009.017944392606
712.0,False,10009.017194337821
713.0,False,10009.01644425955
714.0,False,10009.015694158632
715.0,False,10009.014944035902
716.0,False,10009.01419389221
717.0,False,10009.013443728394
718.0,False,10009.012693545306
719.0,False,10009.01194334378
720.0,False,10009.011193124665
721.0,False,10009.010442888799
722.0,False,10009.00969263703
723.0,False,10009.008942370205
724.0,False,10009.008192089152
725.0,False,10009.007441794734
726.0,False,10009.006691487779
727.0,False,10009.005941169135
728.0,False,10009.005190839649
729.0,False,10009.004440500157
730.0,False,10009.003690151509
731.0,False,10009.002939794544
732.0,False,10009.002189430114
733.0,False,10009.00143905905
734.0,False,10009.000688682196
735.0,False,10008.999938300412
736.0,False,10008.999187914522
737.0,False,10008.998437525377
738.0,False,10008.997687133822
739.0,False,10008.996936740703
740.0,False,10008.996186346854
741.0,False,10008.995435953124
742.0,False,10008.994685560367
743.0,False,10008.993935169405
744.0,False,10008.993184781086
745.0,False,10008.992434396268
746.0,False,10008.991684015791
747.0,False,10008.990933640482
748.0,False,10008.9901832712
749.0,False,10008.989432908786
750.0,False,10008.988682554073
751.0,False,10008.987932207921
752.0,False,10008.987181871162
753.0,False,10008.986431544645
754.0,False,10008.985681229211
755.0,False,10008.984930925693
756.0,False,10008.984180634952
757.0,False,10008.98343035782
758.0,False,10008.982680095149
759.0,False,10008.981929847772
760.0,False,10008.981179616536
761.0,False,10008.980429402289
762.0,False,10008.97967920587
763.0,False,10008.978929028117
764.0,False,10008.978178869884
765.0,False,10008.977428732016
766.0,False,10008.976678615343
767.0,False,10008.97592852071
768.0,False,10008.975178448967
769.0,False,10008.974428400952
770.0,False,10008.973678377512
771.0,False,10008.972928379488
772.0,False,10008.972178407723
773.0,False,10008.971428463057
774.0,False,10008.97067854634
775.0,False,10008.969928658418
776.0,False,10008.969178800116
777.0,False,10008.968428972285
778.0,False,10008.967679175774
779.0,False,10008.966929411425
780.0,False,10008.966179680074
781.0,False,10008.965429982574
782.0,False,10008.964680319752
783.0,False,10008.963930692458
784.0,False,10008.96318110154
785.0,False,10008.962431547841
786.0,False,10008.961682032184
787.0,False,10008.960932555441
788.0,False,10008.960183118434
789.0,False,10008.959433722011
790.0,False,10008.958684367013
791.0,False,10008.957935054286
792.0,False,10008.957185784671
793.0,False,10008.956436559001
794.0,False,10008.95568737813
795.0,False,10008.954938242898
796.0,False,10008.954189154136
797.0,False,10008.953440112706
798.0,False,10008.952691119432
799.0,False,10008.951942175168
800.0,False,10008.951193280736
801.0,False,10008.950444437007
802.0,False,10008.949695644804
803.0,False,10008.94894690496
804.0,False,10008.948198218339
805.0,False,10008.94744958577
806.0,False,10008.946701008097
807.0,False,10008.94595248616
808.0,False,10008.9452040208
809.0,False,10008.944455612858
810.0,False,10008.943707263179
811.0,False,10008.9429589726
812.0,False,10008.942210741974
813.0,False,10008.941462572107
814.0,False,10008.940714463886
815.0,False,10008.939966418118
816.0,False,10008.93921843566
817.0,False,10008.93847051735
818.0,False,10008.93772266402
819.0,False,10008.936974876526
820.0,False,10008.93622715569
821.0,False,10008.935479502377
822.0,False,10008.934731917403
823.0,False,10008.93398440162
824.0,False,10008.93323695586
825.0,False,10008.932489580979
826.0,False,10008.931742277799
827.0,False,10008.93099504717
828.0,False,10008.930247889932
829.0,False,10008.929500806917
830.0,False,10008.928753798977
831.0,False,10008.928006866945
832.0,False,10008.92726001165
833.0,False,10008.926513233957
834.0,False,10008.925766534676
835.0,False,10008.925019914665
836.0,False,10008.92427337476
837.0,False,10008.923526915798
838.0,False,10008.922780538622
839.0,False,10008.922034244059
840.0,False,10008.921288032958
841.0,False,10008.920541906158
842.0,False,10008.919795864493
843.0,False,10008.9190499088
844.0,False,10008.91830403993
845.0,False,10008.917558258709
846.0,False,10008.916812565969
847.0,False,10008.916066962574
848.0,False,10008.915321449334
849.0,False,10008.914576027102
850.0,False,10008.913830696714
851.0,False,10008.913085459006
852.0,False,10008.912340314808
853.0,False,10008.911595264968
854.0,False,10008.910850310325
855.0,False,10008.910105451707
856.0,False,10008.90936068996
857.0,False,10008.908616025912
858.0,False,10008.90787146041
859.0,False,10008.907126994283
860.0,False,10008.906382628371
861.0,False,10008.905638363509
862.0,False,10008.904894200532
863.0,False,10008.904150140279
864.0,False,10008.903406183594
865.0,False,10008.902662331291
866.0,False,10008.901918584226
867.0,False,10008.901174943236
868.0,False,10008.900431409143
869.0,False,10008.899687982792
870.0,False,10008.898944665012
871.0,False,10008.89820145665
872.0,False,10008.897458358522
873.0,False,10008.896715371491
874.0,False,10008.895972496362
875.0,False,10008.895229733984
876.0,False,10008.894487085197
877.0,False,10008.893744550833
878.0,False,10008.893002131717
879.0,False,10008.892259828694
880.0,False,10008.891517642594
881.0,False,10008.890775574253
882.0,False,10008.890033624495
883.0,False,10008.889291794172
884.0,False,10008.888550084112
885.0,False,10008.887808495128
886.0,False,10008.887067028087
887.0,False,10008.886325683796
888.0,False,10008.8855844631
889.0,False,10008.884843366832
890.0,False,10008.884102395821
891.0,False,10008.883361550903
892.0,False,10008.882620832906
893.0,False,10008.881880242667
894.0,False,10008.88113978102
895.0,False,10008.880399448797
896.0,False,10008.879659246813
897.0,False,10008.878919175932
898.0,False,10008.878179236955
899.0,False,10008.87743943073
900.0,False,10008.87669975809
901.0,False,10008.875960219857
902.0,False,10008.875220816864
903.0,False,10008.874481549949
904.0,False,10008.873742419937
905.0,False,10008.873003427661
906.0,False,10008.872264573945
907.0,False,10008.871525859633
908.0,False,10008.870787285541
909.0,False,10008.870048852508
910.0,False,10008.86931056136
911.0,False,10008.868572412934
912.0,False,10008.867834408044
913.0,False,10008.867096547538
914.0,False,10008.866358832232
915.0,False,10008.865621262958
916.0,False,10008.864883840548
917.0,False,10008.86414656583
918.0,False,10008.863409439631
919.0,False,10008.862672462777
920.0,False,10008.861935636105
921.0,False,10008.861198960432
922.0,False,10008.860462436598
923.0,False,10008.859726065422
924.0,False,10008.85898984773
925.0,False,10008.858253784361
926.0,False,10008.857517876124
927.0,False,10008.856782123868
928.0,False,10008.856046528399
929.0,False,10008.855311090556
930.0,False,10008.854575811169
931.0,False,10008.853840691047
932.0,False,10008.85310573104
933.0,False,10008.852370931958
934.0,False,10008.851636294621
935.0,False,10008.850901819871
936.0,False,10008.850167508528
937.0,False,10008.849433361413
938.0,False,10008.848699379354
939.0,False,10008.847965563175
940.0,False,10008.847231913704
941.0,False,10008.846498431758
942.0,False,10008.845765118172
943.0,False,10008.845031973762
944.0,False,10008.84429899935
945.0,False,10008.843566195772
946.0,False,10008.84283356384
947.0,False,10008.84210110438
948.0,False,10008.841368818217
949.0,False,10008.840636706178
950.0,False,10008.83990476908
951.0,False,10008.839173007736
952.0,False,10008.83844142299
953.0,False,10008.83771001565
954.0,False,10008.836978786545
955.0,False,10008.836247736488
956.0,False,10008.83551686631
957.0,False,10008.834786176822
958.0,False,10008.834055668862
959.0,False,10008.833325343236
960.0,False,10008.832595200764
961.0,False,10008.831865242273
962.0,False,10008.831135468583
963.0,False,10008.830405880515
964.0,False,10008.829676478885
965.0,False,10008.828947264517
966.0,False,10008.82821823823
967.0,False,10008.827489400841
968.0,False,10008.826760753167
969.0,False,10008.82603229604
970.0,False,10008.82530403025
971.0,False,10008.824575956653
972.0,False,10008.823848076041
973.0,False,10008.823120389243
974.0,False,10008.82239289707
975.0,False,10008.821665600337
976.0,False,10008.82093849988
977.0,False,10008.82021159649
978.0,False,10008.819484891012
979.0,False,10008.81875838424
980.0,False,10008.818032076993
981.0,False,10008.817305970104
982.0,False,10008.816580064375
983.0,False,10008.815854360626
984.0,False,10008.815128859664
985.0,False,10008.814403562317
986.0,False,10008.8136784694
987.0,False,10008.81295358171
988.0,False,10008.812228900082
989.0,False,10008.81150442533
990.0,False,10008.810780158248
991.0,False,10008.810056099672
992.0,False,10008.809332250405
