Epoch[JDUT1] is 2457769.4377327663823962
Time[s],AccessOrNoAccess,Range[km]
218.0,False,10010.626399981145
219.0,False,10010.627038667231
220.0,False,10010.627677770563
221.0,False,10010.628317290408
222.0,False,10010.628957226068
223.0,False,10010.629597576806
224.0,False,10010.630238341915
225.0,False,10010.630879520668
226.0,False,10010.631521112346
227.0,False,10010.632163116214
228.0,False,10010.632805531572
229.0,False,10010.633448357692
230.0,False,10010.634091593847
231.0,False,10010.63473523931
232.0,False,10010.635379293364
233.0,False,10010.636023755293
234.0,False,10010.636668624362
235.0,False,10010.637313899846
236.0,False,10010.63795958103
237.0,False,10010.638605667174
238.0,False,10010.63925215756
239.0,False,10010.639899051464
240.0,False,10010.640546348159
241.0,False,10010.641194046908
242.0,False,10010.641842146984
243.0,False,10010.64249064767
244.0,False,10010.64313954823
245.0,False,10010.643788847936
