Epoch[JDUT1] is 2457769.4377327663823962
Time[s],AccessOrNoAccess,Range[km],Elevation[deg]
7647.0,False,9861.353457283414,-44.27496904533359
7648.0,False,9865.646701251373,-44.30452066989629
7649.0,False,9869.93767029017,-44.33406924252312
7650.0,False,9874.226362646854,-44.36361476095122
7651.0,False,9878.512776570398,-44.39315722290526
7652.0,False,9882.796908337752,-44.42269661248487
7653.0,False,9887.07876015006,-44.45223295461225
7654.0,False,9891.358328287906,-44.48176623336655
7655.0,False,9895.63561100807,-44.511296446423536
7656.0,False,9899.910606569301,-44.54082359144674
7657.0,False,9904.183313232257,-44.57034766608721
7658.0,False,9908.453729259532,-44.59986866798367
7659.0,False,9912.721850943439,-44.629386581120585
7660.0,False,9916.987680495142,-44.65890143039131
7661.0,False,9921.251214210564,-44.68841319975975
7662.0,False,9925.512450359989,-44.717921886814636
7663.0,False,9929.771387215676,-44.74742748913266
7664.0,False,9934.028023051778,-44.77693000427768
7665.0,False,9938.282356144335,-44.806429429800936
7666.0,False,9942.534384771345,-44.8359257632414
7667.0,False,9946.784105242574,-44.86541898845032
7668.0,False,9951.031519780307,-44.89490913028682
7669.0,False,9955.276624697864,-44.924396172581076
7670.0,False,9959.519418280828,-44.953880112821196
7671.0,False,9963.759898816692,-44.983360948482655
7672.0,False,9967.998064594858,-45.01283867702836
7673.0,False,9972.233913906584,-45.04231329590813
7674.0,False,9976.467443076828,-45.07178478885532
7675.0,False,9980.69865433736,-45.10125318069791
7676.0,False,9984.927544016602,-45.13071845514748
7677.0,False,9989.15411041337,-45.160180609602705
7678.0,False,9993.378351828373,-45.18963964144937
7679.0,False,9997.600266564174,-45.21909554806025
7680.0,False,10001.819852925184,-45.24854832679497
7681.0,False,10006.037107251484,-45.27799796126777
7682.0,False,10010.252031784028,-45.307444476273716
7683.0,False,10014.464622866302,-45.33688785540485
7684.0,False,10018.674878810227,-45.366328095969024
7685.0,False,10022.882797929533,-45.39576519526064
7686.0,False,10027.088378539847,-45.42519915056125
7687.0,False,10031.291618958607,-45.45462995913894
7688.0,False,10035.492517505148,-45.48405761824895
7689.0,False,10039.691070536703,-45.513482111367274
7690.0,False,10043.88728030439,-45.54290346324989
7691.0,False,10048.08114316886,-45.572321657350585
7692.0,False,10052.272657456784,-45.60173669087129
7693.0,False,10056.461821496656,-45.63114856100053
7694.0,False,10060.64863361889,-45.66055726491405
7695.0,False,10064.83309215562,-45.68996279977341
7696.0,False,10069.015193479048,-45.71936514893234
7697.0,False,10073.194939848963,-45.748764337111446
7698.0,False,10077.3723276409,-45.778160347641574
7699.0,False,10081.547355194314,-45.80755317763059
7700.0,False,10085.720020850535,-45.836942824173185
7701.0,False,10089.890322952666,-45.8663292843502
7702.0,False,10094.058259845626,-45.895712555228904
7703.0,False,10098.223829876137,-45.92509263386282
7704.0,False,10102.387029433441,-45.95446950346433
7705.0,False,10106.547860786846,-45.983843188711155
7706.0,False,10110.70632032886,-46.01321367279217
7707.0,False,10114.862406413442,-46.04258095270616
7708.0,False,10119.016117396328,-46.07194502543814
7709.0,False,10123.167451635054,-46.10130588795922
7710.0,False,10127.316407488974,-46.13066353722681
7711.0,False,10131.462981362087,-46.160017956327316
7712.0,False,10135.607175531864,-46.18936916990014
7713.0,False,10139.748986405535,-46.21871716100776
7714.0,False,10143.888412349615,-46.248061926551976
7715.0,False,10148.025451732341,-46.27740346342026
7716.0,False,10152.160102923766,-46.30674176848624
7717.0,False,10156.292364295688,-46.336076838609216
7718.0,False,10160.422232266883,-46.36540865674854
7719.0,False,10164.549709122657,-46.39473724750317
7720.0,False,10168.674791285,-46.42406259380841
7721.0,False,10172.797477132774,-46.45338469246681
7722.0,False,10176.917765046646,-46.48270354026702
7723.0,False,10181.035653409039,-46.512019133983415
7724.0,False,10185.151140604097,-46.541331470375695
7725.0,False,10189.26422501774,-46.57064054618952
7726.0,False,10193.37490308556,-46.59994634423705
7727.0,False,10197.483177101525,-46.62924888906915
7728.0,False,10201.589043504378,-46.65854816347326
7729.0,False,10205.692500687024,-46.687844164137125
7730.0,False,10209.79354704415,-46.71713688773428
7731.0,False,10213.892180972141,-46.74642633092331
7732.0,False,10217.988400869166,-46.77571249034862
7733.0,False,10222.082203185395,-46.80499534869133
7734.0,False,10226.173590222214,-46.834274930459124
7735.0,False,10230.26255843291,-46.86355121830786
7736.0,False,10234.349106222562,-46.892824208823164
7737.0,False,10238.433231997984,-46.92209389857577
7738.0,False,10242.51493416773,-46.95136028412179
7739.0,False,10246.594211142034,-46.98062336200226
7740.0,False,10250.67106133287,-47.00988312874338
7741.0,False,10254.74548120713,-47.0391395668752
