Epoch[JDUT1] is 2457769.4377327663823962
Time[s],AccessOrNoAccess,Range[km],Elevation[deg]
479.0,False,11740.950369152284,-58.98028721964304
480.0,False,11739.536575825694,-58.967149870496186
481.0,False,11738.12020107254,-58.95399336725039
482.0,False,11736.701245631648,-58.94081773681643
483.0,False,11735.279710243405,-58.92762300610156
484.0,False,11733.855595649711,-58.91440920200896
485.0,False,11732.428902594002,-58.9011763514377
486.0,False,11730.99963034117,-58.88792446756941
487.0,False,11729.567782594528,-58.874653604695226
488.0,False,11728.13335862539,-58.86136377601402
489.0,False,11726.696359183363,-58.84805500840727
490.0,False,11725.256785019566,-58.83472732875172
491.0,False,11723.814636886658,-58.821380763918945
492.0,False,11722.36991553883,-58.80801534077564
493.0,False,11720.922621731834,-58.79463108618329
494.0,False,11719.472754715953,-58.78122801307636
495.0,False,11718.020318260636,-58.76780617612264
496.0,False,11716.565311622611,-58.75436558827147
497.0,False,11715.107735563788,-58.74090627636194
498.0,False,11713.647590847602,-58.7274282672272
499.0,False,11712.184878239064,-58.71393158769456
500.0,False,11710.719598504696,-58.700416264584874
501.0,False,11709.25175088205,-58.68688231061055
502.0,False,11707.781339198451,-58.67332978075854
503.0,False,11706.308362697906,-58.65975868775383
504.0,False,11704.832822153116,-58.6461690583912
505.0,False,11703.354718338362,-58.632560919458626
506.0,False,11701.874052029447,-58.61893429773696
507.0,False,11700.390824003722,-58.60528921999985
508.0,False,11698.905035040114,-58.59162571301401
509.0,False,11697.416684361679,-58.57794378923139
510.0,False,11695.925775861853,-58.56424350399192
511.0,False,11694.432308770167,-58.55052486975808
512.0,False,11692.936283871728,-58.53678791326583
513.0,False,11691.437701953193,-58.52303266124328
514.0,False,11689.93656380277,-58.50925914041044
515.0,False,11688.432870210248,-58.49546737747919
516.0,False,11686.926620386042,-58.48165738466843
517.0,False,11685.417818281463,-58.46782921761721
518.0,False,11683.906463113404,-58.4539828885527
519.0,False,11682.392555677849,-58.44011842415276
520.0,False,11680.87609677234,-58.42623585108618
521.0,False,11679.357087195987,-58.41233519601326
522.0,False,11677.835527749445,-58.398416485584825
523.0,False,11676.311417630572,-58.38447973178193
524.0,False,11674.78476084851,-58.3705249905335
525.0,False,11673.25555660758,-58.35655227382689
526.0,False,11671.723805714679,-58.34256160827542
527.0,False,11670.189508978272,-58.32855302048304
528.0,False,11668.652667208376,-58.314526537043754
529.0,False,11667.113281216569,-58.30048218454159
530.0,False,11665.571351815992,-58.28641998955051
531.0,False,11664.026878190225,-58.2723399637742
532.0,False,11662.47986441445,-58.25824216346197
533.0,False,11660.93030967873,-58.2441266003217
534.0,False,11659.37821480246,-58.229993300886036
535.0,False,11657.823580606608,-58.215842291677156
536.0,False,11656.266407913701,-58.20167359920622
537.0,False,11654.706697547857,-58.18748724997405
538.0,False,11653.144448680187,-58.17328325543666
539.0,False,11651.579665443689,-58.15906167211479
540.0,False,11650.01234701597,-58.144822511466934
541.0,False,11648.442494227402,-58.13056579994919
542.0,False,11646.870107909936,-58.11629156400605
543.0,False,11645.295188897104,-58.101999830070795
544.0,False,11643.717738023995,-58.087690624564786
545.0,False,11642.137756127264,-58.07336397389772
546.0,False,11640.555242363906,-58.05901988923824
547.0,False,11638.970200932914,-58.044658427406574
548.0,False,11637.38263099776,-58.03027959957174
549.0,False,11635.792533401416,-58.015883432095485
550.0,False,11634.199908988421,-58.00146995132725
551.0,False,11632.604758604886,-57.98703918360403
552.0,False,11631.00708309852,-57.972591155250605
553.0,False,11629.406881613973,-57.95812587717955
554.0,False,11627.804158408004,-57.94364340646477
555.0,False,11626.198912631771,-57.929143754017815
556.0,False,11624.591145139291,-57.91462694611221
557.0,False,11622.980856786146,-57.90009300900868
558.0,False,11621.368048429536,-57.885541968954904
559.0,False,11619.752720928216,-57.87097385218527
560.0,False,11618.134875142527,-57.85638868492091
561.0,False,11616.51451020311,-57.841786477777454
562.0,False,11614.891630432734,-57.827167288109386
563.0,False,11613.26623496853,-57.81253112652923
564.0,False,11611.638324677202,-57.79787801920406
565.0,False,11610.007900427017,-57.78320799228706
566.0,False,11608.374963087836,-57.76852107191763
567.0,False,11606.73951353109,-57.75381728422091
568.0,False,11605.101550875266,-57.739096639549636
569.0,False,11603.461079500828,-57.72435919549494
570.0,False,11601.818098532725,-57.70960496240451
571.0,False,11600.172608848783,-57.69483396634704
572.0,False,11598.524611328407,-57.680046233376615
573.0,False,11596.87410685258,-57.665241789532864
574.0,False,11595.221096303902,-57.65042066084083
575.0,False,11593.5655787887,-57.63558285738631
576.0,False,11591.90755874514,-57.62072843699013
577.0,False,11590.247035286076,-57.605857409732195
578.0,False,11588.584009300475,-57.59096980157807
579.0,False,11586.918481678898,-57.576065638478255
580.0,False,11585.250453313523,-57.561144946368344
581.0,False,11583.579925098122,-57.54620775116849
582.0,False,11581.906897928051,-57.53125407878359
583.0,False,11580.231370895848,-57.51628393899119
584.0,False,11578.553348505628,-57.501297389865854
585.0,False,11576.87282985645,-57.4862944411774
586.0,False,11575.189815850072,-57.471275118768595
587.0,False,11573.50430738989,-57.45623944846653
588.0,False,11571.81630538087,-57.44118745608228
589.0,False,11570.125810729602,-57.42611916741126
590.0,False,11568.432822516654,-57.41103459195838
591.0,False,11566.737345303767,-57.39593378801262
592.0,False,11565.039378178019,-57.38081676506962
593.0,False,11563.338922052444,-57.36568354886053
594.0,False,11561.63597784165,-57.35053416509974
595.0,False,11559.93054646186,-57.3353686394854
596.0,False,11558.222628830932,-57.320186997699366
597.0,False,11556.512225868315,-57.30498926540678
598.0,False,11554.799336640926,-57.28977545179767
599.0,False,11553.083965776426,-57.274545615398075
600.0,False,11551.366112348262,-57.25929976538748
601.0,False,11549.645777282338,-57.24403792736406
602.0,False,11547.922961506194,-57.228760126909336
603.0,False,11546.197665948952,-57.21346638958759
