Epoch[JDUT1] is 2457769.4377327663823962
Time[s],AccessOrNoAccess,Range[km],Elevation[deg]
272.0,False,6194.382720227421,-21.55929442091097
273.0,False,6196.057501504267,-21.569332763882112
274.0,False,6197.736930803824,-21.579398574847605
275.0,False,6199.4210023806845,-21.589491817461436
276.0,False,6201.109710479137,-21.59961245533014
277.0,False,6202.803049333272,-21.609760452013635
278.0,False,6204.5010131670315,-21.619935771025425
279.0,False,6206.2035976901925,-21.63013838479039
280.0,False,6207.9107941207485,-21.640368238852414
281.0,False,6209.622598142384,-21.650625305509955
282.0,False,6211.339003938967,-21.66090954809558
283.0,False,6213.06000568454,-21.67122092989829
284.0,False,6214.785597543348,-21.681559414163313
285.0,False,6216.515773669873,-21.691924964092788
286.0,False,6218.250529747353,-21.702317552055657
287.0,False,6219.989856840145,-21.712737122786464
288.0,False,6221.733750606234,-21.723183648534373
289.0,False,6223.482205161732,-21.7336570923339
290.0,False,6225.235214613297,-21.74415741717871
291.0,False,6226.992773058211,-21.754684586022293
292.0,False,6228.754874584389,-21.765238561778137
293.0,False,6230.5215148511625,-21.77581931678012
294.0,False,6232.292684772672,-21.786426794979665
295.0,False,6234.06837998385,-21.797060968597467
296.0,False,6235.848594535905,-21.807721800392375
297.0,False,6237.633322471001,-21.818409253085424
298.0,False,6239.422557822304,-21.829123289360602
299.0,False,6241.2162946140825,-21.839863871865234
300.0,False,6243.014526861733,-21.850630963210453
301.0,False,6244.817250200387,-21.86142453571498
302.0,False,6246.624455376769,-21.872244532467278
303.0,False,6248.436138002626,-21.883090925680662
304.0,False,6250.252292058472,-21.893963677825763
305.0,False,6252.072911516261,-21.904862751339266
306.0,False,6253.8979903394375,-21.9157881086244
307.0,False,6255.727522483001,-21.926739712051315
308.0,False,6257.561503563598,-21.93771753394684
309.0,False,6259.399924185247,-21.94872151667237
310.0,False,6261.242779942075,-21.95975163245577
311.0,False,6263.090064755811,-21.970807843539173
312.0,False,6264.941772540034,-21.98189011213389
313.0,False,6266.797897200221,-21.992998400420717
314.0,False,6268.658432633766,-22.004132670550472
315.0,False,6270.523372730095,-22.015292884644328
316.0,False,6272.392713087865,-22.02647901506275
317.0,False,6274.26644415218,-22.037691003367133
318.0,False,6276.1445615001285,-22.048928821826195
319.0,False,6278.027058989733,-22.060192432447245
320.0,False,6279.913930471284,-22.07148179721003
321.0,False,6281.805169787433,-22.082796878067512
322.0,False,6283.70077077324,-22.09413763694588
323.0,False,6285.600729014268,-22.105504046255515
324.0,False,6287.505034820286,-22.11689604688508
325.0,False,6289.413683756129,-22.12831361115944
326.0,False,6291.326669627031,-22.13975670090284
327.0,False,6293.243986230933,-22.15122527791527
328.0,False,6295.165627358517,-22.162719303972604
329.0,False,6297.091586793271,-22.17423874082726
330.0,False,6299.021858311511,-22.18578355020816
331.0,False,6300.956437486845,-22.197353704605767
332.0,False,6302.895314478572,-22.20894914417028
333.0,False,6304.83848484051,-22.22056984131366
334.0,False,6306.785942320994,-22.232215757676503
335.0,False,6308.737680661502,-22.243886854878433
336.0,False,6310.6936935966705,-22.255583094518126
337.0,False,6312.653974854423,-22.267304438174232
338.0,False,6314.618520000477,-22.279050858426732
339.0,False,6316.587319066113,-22.290822294806013
340.0,False,6318.560367598108,-22.302618719819836
341.0,False,6320.537659297934,-22.314440094969708
342.0,False,6322.519187860561,-22.32628638173893
343.0,False,6324.504946974564,-22.338157541592967
344.0,False,6326.49493032215,-22.350053535979967
345.0,False,6328.489133463555,-22.36197433758751
346.0,False,6330.487546305408,-22.373919885350126
347.0,False,6332.490164389831,-22.38589015188921
348.0,False,6334.496981374103,-22.397885098586944
349.0,False,6336.507990909445,-22.409904686810272
350.0,False,6338.52318664102,-22.421948877910964
351.0,False,6340.542562208044,-22.43401763322631
352.0,False,6342.566111243749,-22.446110914079
353.0,False,6344.593829304972,-22.45822869330126
354.0,False,6346.625706160033,-22.470370909175603
355.0,False,6348.661737348555,-22.48253753447441
356.0,False,6350.70191648063,-22.49472853046734
357.0,False,6352.746237160716,-22.506943858411947
358.0,False,6354.794692987617,-22.519183479553565
359.0,False,6356.847277554633,-22.5314473551261
360.0,False,6358.903986418077,-22.543735458106266
361.0,False,6360.964809228794,-22.556047726230975
362.0,False,6363.029741526703,-22.568384132422818
363.0,False,6365.098776883424,-22.580744637873305
364.0,False,6367.171908865267,-22.593129203764157
365.0,False,6369.249131033356,-22.605537791267967
366.0,False,6371.3304369436,-22.617970361548338
367.0,False,6373.415820146779,-22.630426875760207
368.0,False,6375.505276201414,-22.64290730706563
369.0,False,6377.598794628137,-22.65541159260606
370.0,False,6379.69637096993,-22.667939705495506
371.0,False,6381.797998757629,-22.68049160685867
372.0,False,6383.90367151717,-22.693067257813336
373.0,False,6386.013382769705,-22.70566661947114
374.0,False,6388.127126031575,-22.718289652937397
375.0,False,6390.244896865623,-22.730936331553586
376.0,False,6392.366684681981,-22.743606591963548
377.0,False,6394.492485028755,-22.756300407466316
378.0,False,6396.622291403787,-22.769017739146992
379.0,False,6398.756097300427,-22.78175854808672
380.0,False,6400.893896207539,-22.794522795362468
381.0,False,6403.035681609629,-22.807310442047985
382.0,False,6405.181446986827,-22.820121449213808
383.0,False,6407.331187909517,-22.8329557904251
384.0,False,6409.484893665571,-22.845813401784042
385.0,False,6411.642559811553,-22.858694256819604
386.0,False,6413.804179810657,-22.871598316592934
387.0,False,6415.969747122043,-22.88452554216428
388.0,False,6418.13925520081,-22.89747589459262
389.0,False,6420.312697498054,-22.910449334936256
390.0,False,6422.49006959308,-22.92344583697235
391.0,False,6424.671360670149,-22.936465336351688
392.0,False,6426.856566295462,-22.94950780682008
393.0,False,6429.045679904634,-22.962573209436414
394.0,False,6431.238694929508,-22.975661505260362
395.0,False,6433.435604798245,-22.988772655353063
396.0,False,6435.6364029353235,-23.001906620777024
397.0,False,6437.841084931082,-23.01506337553599
398.0,False,6440.049639869285,-23.028242854850024
399.0,False,6442.262063327904,-23.041445032696362
400.0,False,6444.478348717322,-23.054669870147517
401.0,False,6446.698489444523,-23.067917328279268
402.0,False,6448.922478913092,-23.08118736817073
403.0,False,6451.150310523353,-23.094479950905217
404.0,False,6453.381977672353,-23.107795037570224
405.0,False,6455.617475965463,-23.121132602444977
406.0,False,6457.856794375444,-23.134492580282394
407.0,False,6460.099928496177,-23.147874945341027
408.0,False,6462.346871712103,-23.161279658728233
409.0,False,6464.597617404676,-23.174706681557353
410.0,False,6466.852158952375,-23.188155974947872
411.0,False,6469.110489730702,-23.2016275000254
412.0,False,6471.3726053603905,-23.21512123132504
413.0,False,6473.638494720328,-23.228637103212012
414.0,False,6475.908153420393,-23.242175090205002
415.0,False,6478.181574824873,-23.255735153458502
416.0,False,6480.458752295377,-23.269317254135238
417.0,False,6482.739679190809,-23.28292135340563
418.0,False,6485.024348867514,-23.296547412448998
419.0,False,6487.312754679284,-23.31019539245356
420.0,False,6489.604892266697,-23.323865268262196
421.0,False,6491.900750405032,-23.33755697382035
422.0,False,6494.200324724877,-23.35127048395995
423.0,False,6496.503608570211,-23.365005759907262
424.0,False,6498.810595282726,-23.37876276289904
425.0,False,6501.121278201809,-23.392541454182552
426.0,False,6503.435650664646,-23.406341795016186
427.0,False,6505.753708331174,-23.420163760525117
428.0,False,6508.075439889245,-23.434007284307846
429.0,False,6510.400840989535,-23.44787234148323
430.0,False,6512.729904960658,-23.461758893355608
431.0,False,6515.0626251292715,-23.47566690124195
432.0,False,6517.398994820043,-23.489596326471695
433.0,False,6519.739007355685,-23.50354713038691
434.0,False,6522.082658417442,-23.517519288407648
435.0,False,6524.429936608613,-23.531512733803286
436.0,False,6526.780837601736,-23.545527441990995
437.0,False,6529.135354712294,-23.55956337436725
438.0,False,6531.493481254064,-23.573620492342737
439.0,False,6533.855210539115,-23.587698757342388
440.0,False,6536.220535877934,-23.60179813080613
441.0,False,6538.5894505794195,-23.615918574188793
442.0,False,6540.961950351265,-23.630060063260572
443.0,False,6543.338023703638,-23.644222530936286
444.0,False,6545.71766633631,-23.65840595298808
445.0,False,6548.100871552309,-23.672610290933626
446.0,False,6550.487632653269,-23.686835506306654
447.0,False,6552.877942939508,-23.70108156065758
448.0,False,6555.271795710071,-23.715348415553695
449.0,False,6557.669186697634,-23.729636047082984
450.0,False,6560.070104333947,-23.743944387868613
451.0,False,6562.474544344439,-23.758273414004663
452.0,False,6564.882500023415,-23.77262308712809
453.0,False,6567.293964664149,-23.786993368894105
454.0,False,6569.708931558883,-23.801384220976285
455.0,False,6572.127393998824,-23.81579560506657
456.0,False,6574.5493452742685,-23.830227482875884
457.0,False,6576.974781148543,-23.84467983086833
458.0,False,6579.403689967109,-23.859152581353488
459.0,False,6581.836067486731,-23.873645710805615
460.0,False,6584.271906994319,-23.888159181013396
461.0,False,6586.711201775983,-23.902692953785195
462.0,False,6589.153945117173,-23.917246990949952
463.0,False,6591.600130302658,-23.931821254356997
464.0,False,6594.0497531242845,-23.94641572080961
465.0,False,6596.5028018549665,-23.961030322360475
466.0,False,6598.959272280638,-23.975665035826793
467.0,False,6601.419157683744,-23.990319823141874
468.0,False,6603.882451346317,-24.004994646260986
469.0,False,6606.349146549948,-24.019689467161182
470.0,False,6608.819236575839,-24.03440424784166
471.0,False,6611.292714704801,-24.049138950323577
472.0,False,6613.769576763231,-24.06389355180941
473.0,False,6616.2498109443795,-24.078667984076912
474.0,False,6618.733413069368,-24.093462224346112
475.0,False,6621.220376418006,-24.108276234729825
476.0,False,6623.71069426994,-24.12310997736427
477.0,False,6626.2043599046565,-24.137963414409047
478.0,False,6628.701366601584,-24.152836508047816
479.0,False,6631.20171021895,-24.16772923584126
480.0,False,6633.705378883114,-24.18264152934275
481.0,False,6636.212368447606,-24.197573366133884
482.0,False,6638.722672191895,-24.21252470849577
483.0,False,6641.236283395493,-24.227495518733964
484.0,False,6643.753195338092,-24.24248575917938
485.0,False,6646.273401299542,-24.257495392188126
486.0,False,6648.796897171363,-24.272524395687448
487.0,False,6651.323671015571,-24.287572701020505
488.0,False,6653.853718719585,-24.30264028613884
489.0,False,6656.387033564275,-24.317727113501334
490.0,False,6658.923608830915,-24.33283314559351
491.0,False,6661.463437801143,-24.34795834492714
492.0,False,6664.006513757035,-24.363102674040793
493.0,False,6666.552829981092,-24.37826609549961
494.0,False,6669.10238240459,-24.39344858765902
495.0,False,6671.6551590191575,-24.408650081639458
496.0,False,6674.211155752578,-24.423870555823804
497.0,False,6676.7703658895625,-24.43910997288661
498.0,False,6679.332782715475,-24.45436829553018
499.0,False,6681.898399516319,-24.469645486484605
500.0,False,6684.467209578814,-24.484941508508278
501.0,False,6687.039208870476,-24.500256340338964
502.0,False,6689.614385323944,-24.51558991291629
503.0,False,6692.192734903792,-24.53094220500844
504.0,False,6694.774250899906,-24.546313179488155
505.0,False,6697.358926603009,-24.561702799256928
506.0,False,6699.9467553047825,-24.577111027245774
507.0,False,6702.53773029784,-24.59253782641508
508.0,False,6705.131844875711,-24.60798315975426
509.0,False,6707.729095048923,-24.62344700644636
510.0,False,6710.32946868571,-24.638929297240452
511.0,False,6712.932961794205,-24.65443001135275
512.0,False,6715.53956767222,-24.66994911189295
513.0,False,6718.149279618693,-24.685486562001064
514.0,False,6720.762090933741,-24.701042324847723
515.0,False,6723.377994918652,-24.716616363633978
516.0,False,6725.996987622932,-24.73220865793905
517.0,False,6728.619056860895,-24.747819138358036
518.0,False,6731.244198680191,-24.763447784506205
519.0,False,6733.872406387269,-24.77909455970917
520.0,False,6736.503673289936,-24.79475942732411
521.0,False,6739.137992697371,-24.810442350739663
522.0,False,6741.775357920205,-24.82614329337655
523.0,False,6744.4157650480975,-24.84186223521575
524.0,False,6747.059201843795,-24.857599106710616
525.0,False,6749.705664395611,-24.87335388788075
526.0,False,6752.3551460201925,-24.889126542275548
527.0,False,6755.007640035721,-24.904917033476693
528.0,False,6757.663139762015,-24.920725325098662
529.0,False,6760.321638520542,-24.936551380788934
530.0,False,6762.983129634447,-24.952395164227845
531.0,False,6765.6476092406365,-24.968256655862103
532.0,False,6768.315065045758,-24.984135785997285
533.0,False,6770.985493185914,-25.000032535121196
534.0,False,6773.658886991237,-25.015946867047624
535.0,False,6776.335239793635,-25.03187874562389
536.0,False,6779.014544926901,-25.047828134731255
537.0,False,6781.696795726657,-25.0637949982846
538.0,False,6784.381988372412,-25.079779317143778
539.0,False,6787.070110523981,-25.095781021496148
540.0,False,6789.76115836053,-25.11180009224482
541.0,False,6792.455125225507,-25.12783649344205
542.0,False,6795.152004464376,-25.143890189174687
543.0,False,6797.8517894246215,-25.15996114356404
544.0,False,6800.554473455848,-25.176049320766637
545.0,False,6803.260049909758,-25.192154684973904
546.0,False,6805.968515015722,-25.208277217522525
547.0,False,6808.679856382768,-25.22441684847834
548.0,False,6811.39407024046,-25.24057355922391
549.0,False,6814.111149949155,-25.256747314091573
550.0,False,6816.831088871502,-25.272938077449503
551.0,False,6819.553880372418,-25.289145813701616
552.0,False,6822.279517819068,-25.305370487287302
553.0,False,6825.007997485579,-25.321612079965316
554.0,False,6827.739306938749,-25.337870521705547
555.0,False,6830.4734424532735,-25.354145794314224
556.0,False,6833.210397405814,-25.370437862375315
557.0,False,6835.950165175466,-25.386746690509444
558.0,False,6838.692739143734,-25.403072243373277
559.0,False,6841.438112694646,-25.41941448566039
560.0,False,6844.186279214723,-25.435773382100972
561.0,False,6846.937235030372,-25.45214891494036
562.0,False,6849.690967662581,-25.46854101405014
563.0,False,6852.44747343884,-25.484949661725363
564.0,False,6855.206745755936,-25.501374822844028
565.0,False,6857.968778013334,-25.51781646232154
566.0,False,6860.733563613127,-25.534274545110428
567.0,False,6863.5010959601605,-25.550749036201097
568.0,False,6866.271371427431,-25.567239918267394
569.0,False,6869.044377498085,-25.583747121105365
570.0,False,6871.82011054669,-25.600270627440754
571.0,False,6874.598563989005,-25.616810402414178
572.0,False,6877.379731243635,-25.633366411204435
573.0,False,6880.1636057320175,-25.649938619028244
574.0,False,6882.95018087841,-25.666526991140312
575.0,False,6885.739453103405,-25.68313151064675
576.0,False,6888.531409854197,-25.699752107276336
577.0,False,6891.326047553214,-25.716388764187926
578.0,False,6894.123359636421,-25.733041446789734
579.0,False,6896.923339542751,-25.749710120528416
580.0,False,6899.725980714103,-25.76639475088913
581.0,False,6902.531276595419,-25.783095303395754
582.0,False,6905.339220634704,-25.799811743611254
583.0,False,6908.149809307819,-25.816544055138092
584.0,False,6910.963030023166,-25.833292167638195
585.0,False,6913.77887925892,-25.850056064768804
586.0,False,6916.597350475489,-25.866835712248808
587.0,False,6919.418437136403,-25.883631075835897
588.0,False,6922.242132708404,-25.900442121327508
589.0,False,6925.068430661415,-25.917268814560032
590.0,False,6927.8973275204535,-25.9341111395727
591.0,False,6930.728810662031,-25.950969025977578
592.0,False,6933.562876613849,-25.96784245786996
593.0,False,6936.399518858838,-25.984731401244343
594.0,False,6939.238730883281,-26.00163582213528
595.0,False,6942.080506176801,-26.01855568661702
596.0,False,6944.9248382322985,-26.035490960803422
597.0,False,6947.77172054614,-26.05244161084862
598.0,False,6950.621149700408,-26.069407621292964
599.0,False,6953.4731130372675,-26.086388921700266
600.0,False,6956.32760714189,-26.10338549666845
